ID	Name	MaxLevel	MaxExpandLevel	Faction	Route	RoutePlace	Series	ExtraSeries	Type	Style1	Style2	DamageType	TargetType	WeaponLimit	HorseLimit	MoveType	CastInCity	CastInLeftKey	UseAR	Retrusive	FormerSkillID	FollowingSkillID	FollowingSkillBurstMode	FollowingSkillTargetType	NextSkillID	NextSkillWaitTime	MissleID	MissleWaitTime	SubSkill1ID	SubSkill2ID	PoisonFlag	PoisonSeries	MisslesForm	MissleReferenceFrame	MissleGenerateOrder	MissleRelativePosType	MissleGenerateData	MissleClientOnly	MissleStopWhenMove	ValidObject	UseRange	EffectRadius	BurstTime	BurstSpeed	AnkyloseTime	AnkyloseSpeed	MissleNum	LvlSetScript	LevelUpScript	DefaultAttrib1	DefaultValue1	DefaultAttrib2	DefaultValue2	DefaultAttrib3	DefaultValue3	DefaultAttrib4	DefaultValue4	PersistTimeEnhanceCoefficient	PersistTimeUpperLimitSec	SpecialStateLimit
547	V« Th­îng Th¸i Cùc KiÕm (Tö 3)	20		13	14		7		1	7	2	1	1	4	1		0	0	0	0					548	1	152	9					0		6		6			456	9999	1		100			90	\script\skill\Îäµ±µÀ¼Ò\ÎŞÉÏÌ«¼«½£(×Ó3).lua												
548	V« Th­îng Th¸i Cùc KiÕm (Tö 4)	20		13	14		7		1	7	2	1	1	4	1		0	0	0	0					549	1	153	11					0		6		6			456	9999	1		100			90	\script\skill\Îäµ±µÀ¼Ò\ÎŞÉÏÌ«¼«½£(×Ó4).lua												
549	V« Th­îng Th¸i Cùc KiÕm (Tö 5)	20		13	14		7		1	7	2	1	1	4	1		0	0	0	0							154	16					0		6		6			456	9999	1		100			90	\script\skill\Îäµ±µÀ¼Ò\ÎŞÉÏÌ«¼«½£(×Ó5).lua												
550	Th¸i Cùc ThÇn C«ng (Tö 1)	20		13	15		7		1	3	2	0	1	512	1		0	0	0	0					551	9	155	1					2		5					456	9999	1		100			2	\script\skill\Îäµ±Ë×¼Ò\Ì«¼«Éñ¹¦(×Ó1).lua												
551	Th¸i Cùc ThÇn C«ng (Tö 2)	20		13	15		7		1	3	2	0	1	512	1		0	0	0	0					552	9	155	1					2		5					456	9999	1		100			2	\script\skill\Îäµ±Ë×¼Ò\Ì«¼«Éñ¹¦(×Ó2).lua												
552	Th¸i Cùc ThÇn C«ng (Tö 3)	20		13	15		7		1	3	2	0	1	512	1		0	0	0	0							155	1					2		5					456	9999	1		100			2	\script\skill\Îäµ±Ë×¼Ò\Ì«¼«Éñ¹¦(×Ó3).lua												
553	Th¸i Cùc ThÇn C«ng Tø T­îng	20		13	15		7		1	3	2	0	1	512	1		0	0	0	0							156	1					3		0					456	9999	1		100			4	\script\skill\Îäµ±Ë×¼Ò\Ì«¼«Éñ¹¦ËÄÏó.lua												
554	Th¸i Cùc ThÇn C«ng B¸t Qu¸i	20		13	15		7		1	3	2	0	1	512	1		0	0	0	0							157	1					3		0					456	9999	1		100			8	\script\skill\Îäµ±Ë×¼Ò\Ì«¼«Éñ¹¦°ËØÔ.lua												
555	MiÔn dŞch Liªn Hoµn Toµn Long Th­¬ng 	20		16	17		7		2	3	1		0	64	2		0	0	0	0								1												2	9999	1		100				\script\skill\ÑîÃÅÇ¹Æï\Á¬»·×êÁúÇ¹ÃâÒß.lua												
556	B¸ V­¬ng T­êng Phông TiÔn Vò Mao	20		16	18		7		1	3	2	0	1	16	2		0	0	0	0							159	1					3		2		2			456	9999	1	18	100			8	\script\skill\ÑîÃÅ¹­Æï\°ÔÍõÏè·ï¼ıÓğÃ«.lua												
557	V« Thiªn Ma C«ng Thi V­¬ng §ao	20		0	0		6		1	3	2	0	2	-1	0		0	0	0	0							160	6					1	1	2					456	200	1	18	100			1	\script\skill\Îå¶¾Ğ°ÏÀ\ÎŞÌìÄ§¹¦Ê¬Íõµ¶.lua												
558	V« ¶nh Ma Cæ ¤n DŞch	20		19	21		6		1	7	1	1	1	2048	1		0	0	0	0							162	1					1		2					456	9999	1	3	100			1	\script\skill\Îå¶¾¹ÆÊ¦\ÎŞÓ°Ä§¹ÆÎÁÒß.lua												
600	NPC Bá ®éc	20		0	0		0		2	8	1		0	-1	0		0	0	0	0								0			1									456	300	1	27	100				\script\skill\npc¼¼ÄÜ\npcÊ©¶¾.lua												
601	NPC Hçn lo¹n	20		0	0		0		2	11	1		0	-1	0		0	0	0	0								0												456	300	1	27	100				\script\skill\npc¼¼ÄÜ\npc»ìÂÒ.lua												
602	NPC Cho¸ng	20		0	0		0		2	11	1		0	-1	0		0	0	0	0								0												456	300	1	27	100				\script\skill\npc¼¼ÄÜ\npcÑ£ÔÎ.lua												
603	NPC §Şnh th©n	20		0	0		0		2	11	1		0	-1	0		0	0	0	0								0												456	300	1	27	100				\script\skill\npc¼¼ÄÜ\npc¶¨Éí.lua												
604	NPC Ngñ	20		0	0		0		2	11	1		0	-1	0		0	0	0	0								0												456	300	5	27	100				\script\skill\npc¼¼ÄÜ\npcË¯Ãß.lua												
605	NPC tÊn c«ng m¹nh nhÊt	20		0	0		0		2	8	1		0	-1	0		0	0	0	0								0												2	9999	1	27	100				\script\skill\npc¼¼ÄÜ\npc×î´ó¹¥»÷Á¦.lua												
606	NPC V« ®Şch	20		0	0		0		2	10	1		0	-1	0		0	0	0	0								0												2	9999	1	27	100				\script\skill\npc¼¼ÄÜ\npcÎŞµĞ.lua												
607	NPC T¨ng m¸u	20		0	0		0		2	12	1		0	-1	0		0	0	0	0								0												6	9999	1	27	100				\script\skill\npc¼¼ÄÜ\npc¼ÓÑª.lua												
608	NPC T¨ng m¸u theo tû lÖ	20		0	0		0		2	12	1		0	-1	0		0	0	0	0								0												6	9999	1	27	100				\script\skill\npc¼¼ÄÜ\npc±ÈÀı¼ÓÑª.lua												
609	NPC Khãa chiªu	20		0	0		0		2	9	1		0	-1	0		0	0	0	0								0												456	300	1	27	100				\script\skill\npc¼¼ÄÜ\npc·âÕĞ.lua												
610	NPC §¸nh gi¶m tèc	20		0	0		0		1	0	2	0	0	-1	0		0	0	1	1							201	6					1	1	2					456	96	1	27	100			1	\script\skill\npc¼¼ÄÜ\npc¼õËÙ¹¥»÷.lua												
611	NPC Lµm chËm tÊn c«ng	20		0	0		0		1	0	2	0	0	-1	0		0	0	1	1							199	6					1	1	2					456	96	1	27	100			1	\script\skill\npc¼¼ÄÜ\npc³Ù»º¹¥»÷.lua												
612	NPC §¸nh cho¸ng	20		0	0		0		1	0	2	0	0	-1	0		0	0	1	1							199	6					1	1	2					456	96	1	27	100			1	\script\skill\npc¼¼ÄÜ\npcÑ£ÔÎ¹¥»÷.lua												
613	NPC §¸nh néi th­¬ng	20		0	0		0		1	0	2	0	0	-1	0		0	0	1	1							199	6					1	1	2					456	96	1	27	100			1	\script\skill\npc¼¼ÄÜ\npcÄÚÉË¹¥»÷.lua												
614	NPC §¸nh rót m¸u	20		0	0		0		1	0	2	0	0	-1	0		0	0	1	1							202	6					1	1	2					456	96	1	27	100			1	\script\skill\npc¼¼ÄÜ\npcÎüÑª¹¥»÷.lua												
615	NPC §¸nh ph¸ phßng thñ	20		0	0		0		1	0	2	0	0	-1	0		0	0	1	1							203	6					1	1	2					456	96	1	27	100			1	\script\skill\npc¼¼ÄÜ\npcÆÆ·À¹¥»÷.lua												
616	NPC §¸nh lui	20		0	0		0		1	0	2	0	0	-1	0		0	0	1	1							199	6					1	1	2					456	96	1	27	100			1	\script\skill\npc¼¼ÄÜ\npc»÷ÍË¹¥»÷.lua												
617	NPC Kh¸ng da	20		0	0		0		3	14	1		0	-1	0		0	0	0	0																				2								\script\skill\npc¼¼ÄÜ\npc¿¹ĞÔÆ¤·ô.lua												
618	NPC Tù ®éng håi phôc	20		0	0		0		3	14	1		0	-1	0		0	0	0	0																				2								\script\skill\npc¼¼ÄÜ\npc×Ô¶¯»Ø¸´.lua												
619	NPC Gi¶m giËt lïi	20		0	0		0		3	14	1		0	-1	0		0	0	0	0																				2								\script\skill\npc¼¼ÄÜ\npcºóÑö¼õÉÙ.lua												
620	NPC §¸nh gi¶m tèc (tÇm xa)	20		0	0		7		1	0	2	0	2	-1	0		0	0	1	0							204	6					1		2					456	300	1	17	100			1	\script\skill\npc¼¼ÄÜ\npc¼õËÙ¹¥»÷.lua												
621	NPC §¸nh lui ph¹m vi lín	20		0	0		0		1	0	2	0	0	-1	0		0	0	1	1							205	6					1	1	2					456	96	1	27	100			1	\script\skill\npc¼¼ÄÜ\npc»÷ÍË¹¥»÷.lua												
622	NPC §¸nh lo¹n ph¹m vi lín	20		0	0		0		1	0	2	0	0	-1	0		0	0	1	1							206	6					1	1	2					456	96	1	27	100			1	\script\skill\npc¼¼ÄÜ\npc»ìÂÒ¹¥»÷.lua												
623	NPC §¸nh cho¸ng ph¹m vi lín	20		0	0		0		1	0	2	0	0	-1	0		0	0	1	1							207	6					1	1	2					456	96	1	27	100			1	\script\skill\npc¼¼ÄÜ\npcÑ£ÔÎ¹¥»÷.lua												
624	NPC §¸nh háa ph¹m vi lín	20		0	0		4		1	0	2	0	0	-1	0		0	0	1	1							208	6					1	1	2					456	96	1	27	100			1	\script\skill\npc¼¼ÄÜ\npc»ğ¹¥»÷.lua												
625	NPC Khu t¶n	20		0	0		0		2	9	1		0	-1	0		0	0	0	0								0												456	300	6	27	100				\script\skill\npc¼¼ÄÜ\npcÇıÉ¢.lua												
626	NPC KhÕ ­íc tö vong	20		0	0		0		1	0	2	2	0	-1	0		0	0	1	1							209	6					1	1	2					4	96	1	27	100			1	\script\skill\npc¼¼ÄÜ\npcËÀÍöÆõÔ¼.lua												
627	NPC Gi¶m lùc ®¸nh (néi)	20		0	0		0		1	0	2	1	0	-1	0		0	0	1	1							201	6					1	1	2					456	96	1	27	100			1	\script\skill\npc¼¼ÄÜ\npc¼õËÙ¹¥»÷.lua												
628	NPC §¸nh néi th­¬ng (néi)	20		0	0		0		1	0	2	1	0	-1	0		0	0	1	1							199	6					1	1	2					456	96	1	27	100			1	\script\skill\npc¼¼ÄÜ\npcÄÚÉË¹¥»÷.lua												
629	NPC §¸nh rót m¸u (néi)	20		0	0		0		1	0	2	1	0	-1	0		0	0	1	1							202	6					1	1	2					456	96	1	27	100			1	\script\skill\npc¼¼ÄÜ\npcÎüÑª¹¥»÷.lua												
630	NPC Gi¶m lùc ®¸nh (tÇm xa) (néi)	20		0	0		7		1	0	2	1	2	-1	0		0	0	1	0							200	6					1		2					456	300	1	27	100			1	\script\skill\npc¼¼ÄÜ\npc¼õËÙ¹¥»÷.lua												
631	NPC §¸nh lui ph¹m vi lín (néi)	20		0	0		0		1	0	2	1	0	-1	0		0	0	1	1							205	6					1	1	2					456	96	1	27	100			1	\script\skill\npc¼¼ÄÜ\npc»÷ÍË¹¥»÷.lua												
632	NPC §¸nh lo¹n ph¹m vi lín (néi)	20		0	0		0		1	0	2	1	0	-1	0		0	0	1	1							206	6					1	1	2					456	96	1	27	100			1	\script\skill\npc¼¼ÄÜ\npc»ìÂÒ¹¥»÷.lua												
633	NPC §¸nh cho¸ng ph¹m vi lín (néi)	20		0	0		0		1	0	2	1	0	-1	0		0	0	1	1							207	6					1	1	2					456	96	1	27	100			1	\script\skill\npc¼¼ÄÜ\npcÑ£ÔÎ¹¥»÷.lua												
634	NPC §¸nh háa ph¹m vi lín (néi)	20		0	0		4		1	0	2	1	0	-1	0		0	0	1	1							208	6					1	1	2					456	96	1	27	100			1	\script\skill\npc¼¼ÄÜ\npc»ğ¹¥»÷.lua												
635	BOSS BŞ ®éng miÔn dŞch	20		0	0		0		3	14	1		0	-1	0		1	0	0	0																				2								\script\skill\npc¼¼ÄÜ\boss±»¶¯ÃâÒß.lua												
636	Tæng qu¶n-§¸nh ngo¹i c«ng (phæ th«ng)	20		0	0		7		0	0	2	0	2	-1	0		0	0	1	1							67	6					1	1	2					456	144	1	17	-100			1	\script\skill\npc¼¼ÄÜ\bossÆÕÍ¨¹¥»÷.lua												
637	TiÓu th­-§¸nh ngo¹i c«ng (phæ th«ng)	20		0	0		7		0	0	2	0	2	-1	0		0	0	1	1							36	6					1	1	2					456	144	1	17	-100			1	\script\skill\npc¼¼ÄÜ\bossÆÕÍ¨¹¥»÷.lua												
638	Trang chñ-§¸nh néi c«ng (phæ th«ng)	20		0	0		7		0	4	2	1	2	-1	0		0	0	1	1							87	6					1	1	2					456	144	1	17	-100			1	\script\skill\npc¼¼ÄÜ\bossÆÕÍ¨¹¥»÷.lua												
639	Tr­ëng l·o-§¸nh ngo¹i c«ng (phæ th«ng)	20		0	0		7		0	0	2	0	2	-1	0		0	0	1	1							59	6					1	1	2					456	144	1	17	-100			1	\script\skill\npc¼¼ÄÜ\bossÆÕÍ¨¹¥»÷.lua												
640	Tr­ëng l·o-§¸nh néi c«ng (phæ th«ng)	20		0	0		7		0	4	2	1	2	-1	0		0	0	1	1							95	6					1	1	2					456	144	1	17	-100			1	\script\skill\npc¼¼ÄÜ\bossÆÕÍ¨¹¥»÷.lua												
641	KiÕm Ma-§¸nh ngo¹i c«ng (phæ th«ng)	20		0	0		7		0	0	2	0	2	-1	0		0	0	1	1							70	6					1	1	2					456	144	1	17	-100			1	\script\skill\npc¼¼ÄÜ\bossÆÕÍ¨¹¥»÷.lua												
642	KiÕm Ma-§¸nh néi c«ng (phæ th«ng)	20		0	0		7		0	4	2	1	2	-1	0		0	0	1	1							30	6					1	1	2					456	144	1	17	-100			1	\script\skill\npc¼¼ÄÜ\bossÆÕÍ¨¹¥»÷.lua												
643	BOSS Cho¸ng ph¹m vi lín	20		0	0		7		1	0	1	0	2	-1	0		0	0	0	0							214	6					1		2					456	500	1	17	-100			1	\script\skill\npc¼¼ÄÜ\boss´ó·¶Î§Ñ£ÔÎ.lua												
644	BOSS Hçn lo¹n ph¹m vi lín	20		0	0		7		1	0	1	0	2	-1	0		0	0	0	0							215	6					1		2					456	500	1	17	-100			1	\script\skill\npc¼¼ÄÜ\boss´ó·¶Î§»ìÂÒ.lua												
645	BOSS Lµm ngñ ph¹m vi lín	20		0	0		7		1	0	1	0	2	-1	0		0	0	0	0							216	6					1		2					456	500	1	17	-100			1	\script\skill\npc¼¼ÄÜ\boss´ó·¶Î§Ë¯Ãß.lua												
646	BOSS Tª liÖt ph¹m vi lín	20		0	0		7		1	0	1	0	2	-1	0		0	0	0	0							217	6					1		2					456	500	1	17	-100			1	\script\skill\npc¼¼ÄÜ\boss´ó·¶Î§Âé±Ô.lua												
647	BOSS §Şnh th©n ph¹m vi lín	20		0	0		7		1	0	1	0	2	-1	0		0	0	0	0							218	6					1		2					456	500	1	17	-100			1	\script\skill\npc¼¼ÄÜ\boss´ó·¶Î§¶¨Éí.lua												
648	BOSS §¸nh lui ph¹m vi lín	20		0	0		7		1	0	1	0	2	-1	0		0	0	0	0							219	6					1		2					456	500	1	17	-100			1	\script\skill\npc¼¼ÄÜ\boss´ó·¶Î§»÷ÍË.lua												
649	BOSS §¸nh ng· ph¹m vi lín	20		0	0		7		1	0	1	0	2	-1	0		0	0	0	0							220	6					1		2					456	500	1	17	-100			1	\script\skill\npc¼¼ÄÜ\boss´ó·¶Î§»÷µ¹.lua												
650	BOSS §¸nh hç trî ph¹m vi lín	20		0	0		7		1	9	2	0	2	-1	0		0	0	0	0							221	6					1		2					456	500	1	17	-100			1	\script\skill\npc¼¼ÄÜ\boss´ó·¶Î§¸¨Öú¹¥»÷.lua												
651	BOSS Khãa chÆt ph¹m vi lín	20		0	0		7		1	9	1	0	2	-1	0		0	0	0	0							222	6					1		2					456	500	1	17	-100			1	\script\skill\npc¼¼ÄÜ\boss´ó·¶Î§·âÕĞ.lua												
652	BOSS §¸nh ngo¹i c«ng (cùc m¹nh)	20		0	0		7		1	0	2	0	2	-1	0		0	0	0	1							223	6					1	1	2					456	300	1	17	-100			1	\script\skill\npc¼¼ÄÜ\boss³¬Ç¿±ØÉ±.lua		skill_interrupt_rate	25									
653	BOSS §¸nh néi c«ng (cùc m¹nh)	20		0	0		7		1	4	2	1	2	-1	0		0	0	0	1							224	6					1	1	2					456	300	1	17	-100			1	\script\skill\npc¼¼ÄÜ\boss³¬Ç¿±ØÉ±.lua		skill_interrupt_rate	25									
654	BOSS KiÕm khİ ph¹m vi lín	20		0	0		7		1	0	2	0	1	-1	0		0	0	0	1							23	18					1		2					456	500	1	19	-100			1	\script\skill\npc¼¼ÄÜ\boss´ó·¶Î§½£Æø.lua												
655	BOSS T¶n X¹ KiÕm Khİ 1	20		0	0		7		1	0	2	0	1	-1	0		0	0	0	0							225	6					3		0		0			456	500	1	19	-100			8	\script\skill\npc¼¼ÄÜ\bossÉ¢Éä½£Æø.lua		skill_interrupt_rate	25									
656	BOSS T¶n X¹ KiÕm Khİ 2	20		0	0		7		1	4	2	1	1	-1	0		0	0	0	0							226	6					3		0		0			456	500	1	19	-100			8	\script\skill\npc¼¼ÄÜ\bossÉ¢Éä½£Æø.lua		skill_interrupt_rate	25									
657	BOSS §¸nh ngÉu nhiªn	20		0	0		7		1	0	2	0	1	-1	0		0	0	0	1							87	1					4		2		2			456	500	1	19	-100			7	\script\skill\npc¼¼ÄÜ\bossËæ»úµã¹¥»÷.lua												
658	BOSS Khİ T­êng	20		0	0		7		19	10	2		1	-1	0		0	0	0	0								18					3		2						500	1	19	-100			7	\script\skill\npc¼¼ÄÜ\bossÆøÇ½.lua												
659	BOSS BÉy	20		0	0		7		8	13	1	2	1	-1	0		0	0	0	0							227	18					4		2		2			456	500	1	19	-100			1	\script\skill\npc¼¼ÄÜ\bossÏİÚå.lua												
660	BOSS Lo¹n X¹ KiÕm Khİ	20		0	0		7		1	0	2	0	1	-1	0		0	0	0	0							228	6					3		2		1			456	500	1	90	-100			8	\script\skill\npc¼¼ÄÜ\bossÂÒÉä½£Æø.lua												
661	BOSS KĞo ng­êi ph¹m vi lín	20		0	0		7		1	9	1	0	2	-1	0		0	0	0	0							229	6					1		2					456	500	1	17	-100			1	\script\skill\npc¼¼ÄÜ\boss´ó·¶Î§À­ÈË.lua												
662	BOSS §¸nh h×nh qu¹t	20		0	0		7		1	0	2	0	1	-1	0		0	0	0	0							20	6					2		5		0			456	500	1	17	-100			3	\script\skill\npc¼¼ÄÜ\bossÉÈĞÍ¹¥»÷.lua												
663	BOSS Tróng ®éc ph¹m vi lín	20		0	0		7		1	9	1	2	2	-1	0		0	0	0	0							229	6			1		1		2					456	500	1	17	-100			1	\script\skill\npc¼¼ÄÜ\boss´ó·¶Î§ÖĞ¶¾.lua												
664	BOSS Duy tr× s¸t th­¬ng ph¹m vi lín	20		0	0		7		1	9	1	2	2	-1	0		0	0	0	0							229	6					1		2					456	500	1	17	-100			1	\script\skill\npc¼¼ÄÜ\boss´ó·¶Î§³ÖĞøÉËº¦.lua												
665	BOSS §¸nh ngo¹i c«ng toµn khu vùc	20		0	0		7		1	0	1	0	2	-1	0		0	0	0	0							230	6					1		2					456	500	1	17	-100			1	\script\skill\npc¼¼ÄÜ\bossÈ«ÆÁ¹¥»÷.lua		skill_interrupt_rate	25									
666	BOSS §¸nh néi c«ng toµn khu vùc	20		0	0		7		1	4	1	1	2	-1	0		0	0	0	0							231	6					1		2					456	500	1	17	-100			1	\script\skill\npc¼¼ÄÜ\bossÈ«ÆÁ¹¥»÷.lua		skill_interrupt_rate	25									
667	BOSS Cuång b¹o	20		0	0		0		2	8	0		0	-1	0		0	0	0	0								6												2	9999	1	17	-100				\script\skill\npc¼¼ÄÜ\boss¿ñ±©.lua												
668	BOSS Tù trŞ liÖu	20		0	0		0		2	12	1		0	-1	0		0	0	0	0								18												2	9999	1	19	-100				\script\skill\npc¼¼ÄÜ\boss×ÔÎÒÖÎÁÆ.lua		skill_interrupt_rate	25									
669	BOSS TriÖu gäi								1																																																			
670	BOSS Duy tr× s¸t th­¬ng ®­êng th¼ng	20		0	0		0		1	9	1	2	2	-1	0		0	0	0	1							232	6					1		2					456	9999	1	17	100			1	\script\skill\npc¼¼ÄÜ\bossÖ±Ïß³ÖĞøÉËº¦.lua												
671	Th­¬ng ThÇn Doanh Thiªn ®¸nh ngo¹i c«ng	20		0	0		7		0	0	2	0	2	-1	0		0	0	1	1							55	6					1	1	2					456	144	1	17	-100			1	\script\skill\npc¼¼ÄÜ\bossÆÕÍ¨¹¥»÷.lua												
672	BOSS §¸nh ngÉu nhiªn 2	20		0	0		7		1	0	2	0	1	-1	0		0	0	0	1							58	1					4		2		2			456	500	1	19	-100			7	\script\skill\npc¼¼ÄÜ\bossËæ»úµã¹¥»÷.lua												
673	BOSS V« ®Şch	20		0	0		0		2	8	0		0	-1	0		0	0	0	0								18												2	9999	1	19	-100				\script\skill\npc¼¼ÄÜ\bossÎŞµĞ.lua												
674	Tæng qu¶n-§¸nh ngo¹i c«ng (phæ th«ng) 2	20		0	0		7		0	0	2	0	2	-1	0		0	0	1	1							67	6					1	1	2					456	144	1	17	-100			1	\script\skill\npc¼¼ÄÜ\bossÆÕÍ¨¹¥»÷2.lua												
675	TiÓu th­-§¸nh ngo¹i c«ng (phæ th«ng) 2	20		0	0		7		0	0	2	0	2	-1	0		0	0	1	1							36	6					1	1	2					456	144	1	17	-100			1	\script\skill\npc¼¼ÄÜ\bossÆÕÍ¨¹¥»÷2.lua												
676	Trang chñ-§¸nh néi c«ng (phæ th«ng) 2	20		0	0		7		0	4	2	1	2	-1	0		0	0	1	1							87	6					1	1	2					456	144	1	17	-100			1	\script\skill\npc¼¼ÄÜ\bossÆÕÍ¨¹¥»÷2.lua												
677	Tr­ëng l·o-§¸nh ngo¹i c«ng (phæ th«ng) 2	20		0	0		7		0	0	2	0	2	-1	0		0	0	1	1							59	6					1	1	2					456	144	1	17	-100			1	\script\skill\npc¼¼ÄÜ\bossÆÕÍ¨¹¥»÷2.lua												
678	Tr­ëng l·o-§¸nh néi c«ng (phæ th«ng) 2	20		0	0		7		0	4	2	1	2	-1	0		0	0	1	1							95	6					1	1	2					456	144	1	17	-100			1	\script\skill\npc¼¼ÄÜ\bossÆÕÍ¨¹¥»÷2.lua												
679	KiÕm Ma-§¸nh ngo¹i c«ng (phæ th«ng) 2	20		0	0		7		0	0	2	0	2	-1	0		0	0	1	1							70	6					1	1	2					456	144	1	17	-100			1	\script\skill\npc¼¼ÄÜ\bossÆÕÍ¨¹¥»÷2.lua												
680	KiÕm Ma-§¸nh néi c«ng (phæ th«ng) 2	20		0	0		7		0	4	2	1	2	-1	0		0	0	1	1							30	6					1	1	2					456	144	1	17	-100			1	\script\skill\npc¼¼ÄÜ\bossÆÕÍ¨¹¥»÷2.lua												
681	KiÕm §o¹n TËt Xuyªn	20		0	0		7		1	3	2	0	1	-1	0		0	0	0	1							233	6					0	1	2		1			456	500	1	17	-100			9	\script\skill\npc¼¼ÄÜ\½£¶Ï¼²´¨.lua												
682	KiÕm §o¹n TËt Xuyªn (Tö)	20		0	0		7		1	3	2	0	1	-1	0		0	0	0	1							95	1					1		2					456	500	1	2	-100			1	\script\skill\npc¼¼ÄÜ\½£¶Ï¼²´¨(×Ó).lua												
683	H×nh Xuyªn NhËt NguyÖt	20		0	0		7		1	3	2	0	1	-1	0		0	0	0	1							234	6					2		3					456	500	1	17	-100			1	\script\skill\npc¼¼ÄÜ\ĞÎ´©ÈÕÔÂ.lua												
684	H×nh Xuyªn NhËt NguyÖt (Tö)	20		0	0		7		1	3	2	0	1	-1	0		0	0	0	1							208	1					1		2					456	500	1	2	-100			1	\script\skill\npc¼¼ÄÜ\ĞÎ´©ÈÕÔÂ(×Ó).lua												
685	Khİ Th«ng Tam Giíi	20		0	0		7		1	3	2	0	1	-1	0		0	0	0	1							235	6					3		0					456	500	1	17	-100			3	\script\skill\npc¼¼ÄÜ\ÆøÍ¨Èı½ç.lua												
686	Khİ Th«ng Tam Giíi (Tö)	20		0	0		7		1	3	2	0	1	-1	0		0	0	0	1							29	1					3		0					456	500	1	2	-100			6	\script\skill\npc¼¼ÄÜ\ÆøÍ¨Èı½ç(×Ó).lua												
687	Tinh Qu¸n Linh Tiªu	20		0	0		7		1	3	2	0	1	-1	0		0	0	0	1							236	6					0		2		2			456	500	1	36	-100			15	\script\skill\npc¼¼ÄÜ\ĞÇ¹áÁéÏü.lua												
688	Tinh Qu¸n Linh Tiªu (Tö)	20		0	0		7		1	3	2	0	1	-1	0		0	0	0	1							237	1					1		2					456	500	1	2	-100			1	\script\skill\npc¼¼ÄÜ\ĞÇ¹áÁéÏü(×Ó).lua												
689	Ngò Hµnh §ång Huy	20		0	0		7		1	3	2	0	1	-1	0		0	0	0	1							238	6					4		2		2			456	500	1	17	-100			5	\script\skill\npc¼¼ÄÜ\ÎåĞĞÍ¬»Ô.lua												
690	Ngò Hµnh §ång Huy (Tö)	20		0	0		7		1	3	2	0	1	-1	0		0	0	0	1							85	1					1		2					456	500	1	2	-100			1	\script\skill\npc¼¼ÄÜ\ÎåĞĞÍ¬»Ô(×Ó).lua												
691	Linh Du Chóng Thiªn	20		0	0		7		1	3	2	0	1	-1	0		0	0	0	1					692	6	239	6					1		2		18			456	500	1	61	-100			3	\script\skill\npc¼¼ÄÜ\ÁéÓÎÖÚÌì.lua												
692	Linh Du Chóng Thiªn (Tö)	20		0	0		7		1	3	2	0	1	-1	0		0	0	0	1							248	1					4		2		3			456	500	1		-100			20	\script\skill\npc¼¼ÄÜ\ÁéÓÎÖÚÌì(×Ó).lua												
693	Cöu Long Héi Tô	20		0	0		7		1	3	2	0	2	-1	0		0	0	0	1					694	11	249	6					3		0					456	500	1	17	-100			9	\script\skill\npc¼¼ÄÜ\¾ÅÁú»á¾Û.lua												
694	Cöu Long Héi Tô (Tö)	20		0	0		7		1	3	2	0	2	-1	0		0	0	0	1							240	1					3		0					456	500	1	2	-100			9	\script\skill\npc¼¼ÄÜ\¾ÅÁú»á¾Û(×Ó).lua												
695	V¹n KiÕm Quy T«ng	20		0	0		7		1	3	2	0	1	-1	0		0	0	0	1					696	1	241	1					1		2					456	500	1	66	-100			1	\script\skill\npc¼¼ÄÜ\Íò½£¹é×Ú.lua												
696	V¹n KiÕm Quy T«ng (Tö)	20		0	0		7		1	3	2	0	1	-1	0		0	0	0	1					697	1	242	1					2		3		2			456	500	1		-100			30	\script\skill\npc¼¼ÄÜ\Íò½£¹é×Ú(×Ó).lua												
697	V¹n KiÕm Quy T«ng (NhŞ Tö)	20		0	0		7		1	3	2	0	1	-1	0		0	0	0	1					698	1	243	1					2		3		2			456	500	1		-100			30	\script\skill\npc¼¼ÄÜ\Íò½£¹é×Ú(×Ó).lua												
698	V¹n KiÕm Quy T«ng (Tam Tö)	20		0	0		7		1	3	2	0	1	-1	0		0	0	0	1							244	1					2		3		3			456	500	1		-100			20	\script\skill\npc¼¼ÄÜ\Íò½£¹é×Ú(×Ó).lua												
699	Quang V« Cùc	20		0	0		7		1	3	2	0	1	-1	0		0	0	0	1					718	10	245	6					3		2		2			456	500	1	55	-100			16	\script\skill\npc¼¼ÄÜ\¹âÎŞ¼«.lua												
700	Quang V« Cùc (Tö)	20		0	0		7		1	3	2	0	1	-1	0		0	0	0	1							246	1					1		2					456	500	1	2	-100			1	\script\skill\npc¼¼ÄÜ\¹âÎŞ¼«(×Ó).lua												
701	NPC §¸nh ngo¹i c«ng (gÇn)	20		0	0		7		0	0	2	0	2	-1	0		0	0	1	1							199	6					1	1	2					456	96	1	17	100			1	\script\skill\ÆÕÍ¨¹¥»÷\npcÆÕÍ¨¹¥»÷.lua												
702	NPC §¸nh ngo¹i c«ng (xa)	20		0	0		7		0	0	2	0	2	-1	0		0	0	1	0							200	6					1		2					456	400	1	17	100			1	\script\skill\ÆÕÍ¨¹¥»÷\npcÆÕÍ¨¹¥»÷.lua												
