Tªn trang søc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	"Phßng ngù (Néi, ngo¹i)"	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	"Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)"	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
§¹t Ma Thñ To¹ §Õ Thİch Ngäc Giíi	0	102	245	10	10000	0	100						2041	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	"ThiÕu L©m tôc gia ®Ö tö, ch­ëng qu¶n ThiÕu L©m 72 tuyÖt kü, ®­îc ban §Õ Thİch Ngäc Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	2	0					
§¹t Ma Thñ To¹ §Õ Thİch Ngäc Giíi	0	102	246	10	10000	0	100						2042	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	"ThiÕu L©m tôc gia ®Ö tö, ch­ëng qu¶n ThiÕu L©m 72 tuyÖt kü, ®­îc ban §Õ Thİch Ngäc Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	2	0					
Tµng Kinh Thñ To¹ Ban ChØ	0	102	341	10	10000	0	100						3041	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	"ThiÕu L©m thiÒn t¨ng ®Ö tö, ch­ëng qu¶n ThiÕu L©m mËt tŞch, ®­îc ban HuyÒn TŞnh Ban Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	3	0					
Tµng Kinh Thñ To¹ Ban ChØ	0	102	342	10	10000	0	100						3042	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	"ThiÕu L©m thiÒn t¨ng ®Ö tö, ch­ëng qu¶n ThiÕu L©m mËt tŞch, ®­îc ban HuyÒn TŞnh Ban Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	3	0					
Tµng Kinh Thñ To¹ Ngäc Giíi	0	102	345	10	10000	0	100						3041	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	"ThiÕu L©m thiÒn t¨ng ®Ö tö, ch­ëng qu¶n ThiÕu L©m mËt tŞch, ®­îc ban HuyÒn TŞnh Ngäc Giíi."		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	3	0					
Tµng Kinh Thñ To¹ Ngäc Giíi	0	102	346	10	10000	0	100						3042	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	"ThiÕu L©m thiÒn t¨ng ®Ö tö, ch­ëng qu¶n ThiÕu L©m mËt tŞch, ®­îc ban HuyÒn TŞnh Ngäc Giíi."		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	3	0					
La H¸n Thñ To¹ Chİnh Gi¸c Ban ChØ	0	102	441	10	10000	0	100						4041	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	"ThiÕu L©m vâ t¨ng ®Ö tö, phong La H¸n ®­êng thñ täa, ch­ëng qu¶n ThiÕu L©m thËp b¸t La H¸n, ®­îc ban Chİnh Gi¸c Ban Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	4	0					
La H¸n Thñ To¹ Chİnh Gi¸c Ban ChØ	0	102	442	10	10000	0	100						4042	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	"ThiÕu L©m vâ t¨ng ®Ö tö, phong La H¸n ®­êng thñ täa, ch­ëng qu¶n ThiÕu L©m thËp b¸t La H¸n, ®­îc ban Chİnh Gi¸c Ban Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	4	0					
La H¸n Thñ To¹ Chİnh Gi¸c Ngäc Giíi	0	102	445	10	10000	0	100						4041	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	"ThiÕu L©m vâ t¨ng ®Ö tö, phong La H¸n ®­êng thñ täa, ch­ëng qu¶n ThiÕu L©m thËp b¸t La H¸n, ®­îc ban Chİnh Gi¸c Ngäc Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	4	0					
La H¸n Thñ To¹ Chİnh Gi¸c Ngäc Giíi	0	102	446	10	10000	0	100						4042	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	"ThiÕu L©m vâ t¨ng ®Ö tö, phong La H¸n ®­êng thñ täa, ch­ëng qu¶n ThiÕu L©m thËp b¸t La H¸n, ®­îc ban Chİnh Gi¸c Ngäc Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	4	0					
Thiªn Thñ ThÇn VÖ TiÒm Èn Béi	0	102	641	10	10000	0	100						6041	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_010a1.spr	\image\item\ring\ring_010a0.spr	"§­êng M«n ®Ö tö, chuyªn dïng ¸m khİ, ®­îc ban TiÒm Èn Béi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	6	0					
Thiªn Thñ ThÇn VÖ TiÒm Èn Béi	0	102	642	10	10000	0	100						6042	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_010a1.spr	\image\item\ring\ring_010a0.spr	"§­êng M«n ®Ö tö, chuyªn dïng ¸m khİ, ®­îc ban TiÒm Èn Béi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	6	0					
Thiªn Thñ ThÇn VÖ TiÒm Èn Béi	0	102	643	10	10000	0	100						6043	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_010a1.spr	\image\item\ring\ring_010a0.spr	"§­êng M«n ®Ö tö, chuyªn dïng ¸m khİ, ®­îc ban TiÒm Èn Béi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	6	0					
Thiªn Thñ ThÇn VÖ TiÒm Èn Béi	0	102	644	10	10000	0	100						6044	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_010a1.spr	\image\item\ring\ring_010a0.spr	"§­êng M«n ®Ö tö, chuyªn dïng ¸m khİ, ®­îc ban TiÒm Èn Béi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	6	0					
Thiªn Thñ ThÇn VÖ TiÒm Èn Hoµn	0	102	645	10	10000	0	100						6041	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	"§­êng M«n ®Ö tö, chuyªn dïng ¸m khİ, ®­îc ban TiÒm Èn Hoµn"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	6	0					
Thiªn Thñ ThÇn VÖ TiÒm Èn Hoµn	0	102	646	10	10000	0	100						6042	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	"§­êng M«n ®Ö tö, chuyªn dïng ¸m khİ, ®­îc ban TiÒm Èn Hoµn"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	6	0					
Thiªn Thñ ThÇn VÖ TiÒm Èn Hoµn	0	102	647	10	10000	0	100						6043	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	"§­êng M«n ®Ö tö, chuyªn dïng ¸m khİ, ®­îc ban TiÒm Èn Hoµn"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	6	0					
Thiªn Thñ ThÇn VÖ TiÒm Èn Hoµn	0	102	648	10	10000	0	100						6044	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	"§­êng M«n ®Ö tö, chuyªn dïng ¸m khİ, ®­îc ban TiÒm Èn Hoµn"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	6	0					
Kim Quang Th¸nh N÷ PhËt LÖ Giíi	0	102	841	10	10000	0	100						8041	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	"Cøu khæ cøu n¹n, ®¹i tõ ®¹i bi, ®­îc ban PhËt LÖ Ngäc Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	8	0					
Kim Quang Th¸nh N÷ PhËt LÖ Giíi	0	102	842	10	10000	0	100						8042	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	"Cøu khæ cøu n¹n, ®¹i tõ ®¹i bi, ®­îc ban PhËt LÖ Ngäc Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	8	0					
Kim Quang Th¸nh N÷ PhËt LÖ ChØ	0	102	845	10	10000	0	100						8041	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	"Cøu khæ cøu n¹n, ®¹i tõ ®¹i bi, ®­îc ban PhËt LÖ Thóy Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	8	0					
Kim Quang Th¸nh N÷ PhËt LÖ ChØ	0	102	846	10	10000	0	100						8042	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	"Cøu khæ cøu n¹n, ®¹i tõ ®¹i bi, ®­îc ban PhËt LÖ Thóy Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	8	0					
Thiªn ¢m Th¸nh N÷ PhËt VËn ChØ	0	102	941	10	10000	0	100						9041	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	"Thiªn bæn v« h×nh, l¹c bæn v« ©m, ®­îc ban PhËt VËn Thóy Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	9	0					
Thiªn ¢m Th¸nh N÷ PhËt VËn ChØ	0	102	942	10	10000	0	100						9042	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	"Thiªn bæn v« h×nh, l¹c bæn v« ©m, ®­îc ban PhËt VËn Thóy Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	9	0					
Thiªn ¢m Th¸nh N÷ PhËt VËn ChØ	0	102	945	10	10000	0	100						9041	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	"Thiªn bæn v« h×nh, l¹c bæn v« ©m, ®­îc ban PhËt VËn Thóy Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	9	0					
Thiªn ¢m Th¸nh N÷ PhËt VËn ChØ	0	102	946	10	10000	0	100						9042	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	"Thiªn bæn v« h×nh, l¹c bæn v« ©m, ®­îc ban PhËt VËn Thóy Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	9	0					
ChÊp Ph¸p Phï T«n Béi	0	102	1141	10	10000	0	100						11041	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	"C¸i Bang tŞnh y ®Ö tö, c«ng chİnh liªm minh, ®­îc ban Phï T«n Béi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	11	0					
ChÊp Ph¸p Phï T«n Béi	0	102	1142	10	10000	0	100						11042	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	"C¸i Bang tŞnh y ®Ö tö, c«ng chİnh liªm minh, ®­îc ban Phï T«n Béi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	11	0					
ChÊp Ph¸p Phï T«n Béi	0	102	1143	10	10000	0	100						11043	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	"C¸i Bang tŞnh y ®Ö tö, c«ng chİnh liªm minh, ®­îc ban Phï T«n Béi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	11	0					
ChÊp Ph¸p Phï T«n Béi	0	102	1144	10	10000	0	100						11044	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	"C¸i Bang tŞnh y ®Ö tö, c«ng chİnh liªm minh, ®­îc ban Phï T«n Béi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	11	0					
ChÊp Ph¸p Phï T«n Giíi	0	102	1145	10	10000	0	100						11041	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	"C¸i Bang tŞnh y ®Ö tö, c«ng chİnh liªm minh, ®­îc ban Phï T«n Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	11	0					
ChÊp Ph¸p Phï T«n Giíi	0	102	1146	10	10000	0	100						11042	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	"C¸i Bang tŞnh y ®Ö tö, c«ng chİnh liªm minh, ®­îc ban Phï T«n Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	11	0					
ChÊp Ph¸p Phï T«n Giíi	0	102	1147	10	10000	0	100						11043	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	"C¸i Bang tŞnh y ®Ö tö, c«ng chİnh liªm minh, ®­îc ban Phï T«n Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	11	0					
ChÊp Ph¸p Phï T«n Giíi	0	102	1148	10	10000	0	100						11044	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	"C¸i Bang tŞnh y ®Ö tö, c«ng chİnh liªm minh, ®­îc ban Phï T«n Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	11	0					
Ch­ëng Bæng Long Chóng Béi	0	102	1241	10	10000	0	100						12041	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	"C¸i Bang du hiÖp, ch­ëng qu¶n ®¶ cÈu bæng ph¸p, ®­îc ban Long Chóng Béi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	12	0					
Ch­ëng Bæng Long Chóng Béi	0	102	1242	10	10000	0	100						12042	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	"C¸i Bang du hiÖp, ch­ëng qu¶n ®¶ cÈu bæng ph¸p, ®­îc ban Long Chóng Béi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	12	0					
Ch­ëng Bæng Long Chóng Béi	0	102	1243	10	10000	0	100						12043	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	"C¸i Bang du hiÖp, ch­ëng qu¶n ®¶ cÈu bæng ph¸p, ®­îc ban Long Chóng Béi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	12	0					
Ch­ëng Bæng Long Chóng Béi	0	102	1244	10	10000	0	100						12044	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	"C¸i Bang du hiÖp, ch­ëng qu¶n ®¶ cÈu bæng ph¸p, ®­îc ban Long Chóng Béi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	12	0					
Ch­ëng Bæng Long Chóng Giíi	0	102	1245	10	10000	0	100						12041	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	"C¸i Bang du hiÖp, ch­ëng qu¶n ®¶ cÈu bæng ph¸p, ®­îc ban Long Chóng Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	12	0					
Ch­ëng Bæng Long Chóng Giíi	0	102	1246	10	10000	0	100						12042	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	"C¸i Bang du hiÖp, ch­ëng qu¶n ®¶ cÈu bæng ph¸p, ®­îc ban Long Chóng Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	12	0					
Ch­ëng Bæng Long Chóng Giíi	0	102	1247	10	10000	0	100						12043	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	"C¸i Bang du hiÖp, ch­ëng qu¶n ®¶ cÈu bæng ph¸p, ®­îc ban Long Chóng Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	12	0					
Ch­ëng Bæng Long Chóng Giíi	0	102	1248	10	10000	0	100						12044	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	"C¸i Bang du hiÖp, ch­ëng qu¶n ®¶ cÈu bæng ph¸p, ®­îc ban Long Chóng Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	12	0					
Th­îng Thanh ThÇn Kh«ng Giíi	0	102	1441	10	10000	0	100						14041	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	"Vâ §ang ®¹o gia ®Ö tö, vËn dông Th¸i cùc chi ®¹o ®¾c tiªn thiªn ch©n khİ, ®­îc ban ThÇn Kh«ng Ph¸p Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	14	0					
Th­îng Thanh ThÇn Kh«ng Giíi	0	102	1442	10	10000	0	100						14042	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	"Vâ §ang ®¹o gia ®Ö tö, vËn dông Th¸i cùc chi ®¹o ®¾c tiªn thiªn ch©n khİ, ®­îc ban ThÇn Kh«ng Ph¸p Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	14	0					
Th­îng Thanh ThÇn Kh«ng Giíi	0	102	1443	10	10000	0	100						14043	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	"Vâ §ang ®¹o gia ®Ö tö, vËn dông Th¸i cùc chi ®¹o ®¾c tiªn thiªn ch©n khİ, ®­îc ban ThÇn Kh«ng Ph¸p Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	14	0					
Th­îng Thanh ThÇn Kh«ng Giíi	0	102	1444	10	10000	0	100						14044	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	"Vâ §ang ®¹o gia ®Ö tö, vËn dông Th¸i cùc chi ®¹o ®¾c tiªn thiªn ch©n khİ, ®­îc ban ThÇn Kh«ng Ph¸p Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	14	0					
Th­îng Thanh ThÇn Kh«ng Hoµn	0	102	1445	10	10000	0	100						14041	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	"Vâ §ang ®¹o gia ®Ö tö, vËn dông Th¸i cùc chi ®¹o ®¾c tiªn thiªn ch©n khİ, ®­îc ban ThÇn Kh«ng Ph¸p Hoµn"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	14	0					
Th­îng Thanh ThÇn Kh«ng Hoµn	0	102	1446	10	10000	0	100						14042	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	"Vâ §ang ®¹o gia ®Ö tö, vËn dông Th¸i cùc chi ®¹o ®¾c tiªn thiªn ch©n khİ, ®­îc ban ThÇn Kh«ng Ph¸p Hoµn"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	14	0					
Th­îng Thanh ThÇn Kh«ng Hoµn	0	102	1447	10	10000	0	100						14043	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	"Vâ §ang ®¹o gia ®Ö tö, vËn dông Th¸i cùc chi ®¹o ®¾c tiªn thiªn ch©n khİ, ®­îc ban ThÇn Kh«ng Ph¸p Hoµn"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	14	0					
Th­îng Thanh ThÇn Kh«ng Hoµn	0	102	1448	10	10000	0	100						14044	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	"Vâ §ang ®¹o gia ®Ö tö, vËn dông Th¸i cùc chi ®¹o ®¾c tiªn thiªn ch©n khİ, ®­îc ban ThÇn Kh«ng Ph¸p Hoµn"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	14	0					
Tö Tiªu Ngù Kh«ng Giíi	0	102	1541	10	10000	0	100						15041	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	"Vâ §ang tôc gia, Th¸i cùc ch©n khİ th«n thiªn h¹, ®­îc ban Ngù Kh«ng Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	15	0					
Tö Tiªu Ngù Kh«ng Giíi	0	102	1542	10	10000	0	100						15042	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	"Vâ §ang tôc gia, Th¸i cùc ch©n khİ th«n thiªn h¹, ®­îc ban Ngù Kh«ng Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	15	0					
Tö Tiªu Ngù Kh«ng Giíi	0	102	1543	10	10000	0	100						15043	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	"Vâ §ang tôc gia, Th¸i cùc ch©n khİ th«n thiªn h¹, ®­îc ban Ngù Kh«ng Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	15	0					
Tö Tiªu Ngù Kh«ng Giíi	0	102	1544	10	10000	0	100						15044	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	"Vâ §ang tôc gia, Th¸i cùc ch©n khİ th«n thiªn h¹, ®­îc ban Ngù Kh«ng Giíi"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	15	0					
Tö Tiªu Ngù Kh«ng Hoµn	0	102	1545	10	10000	0	100						15041	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	"Vâ §ang tôc gia, Th¸i cùc ch©n khİ th«n thiªn h¹, ®­îc ban Ngù Kh«ng Hoµn"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	15	0					
Tö Tiªu Ngù Kh«ng Hoµn	0	102	1546	10	10000	0	100						15042	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	"Vâ §ang tôc gia, Th¸i cùc ch©n khİ th«n thiªn h¹, ®­îc ban Ngù Kh«ng Hoµn"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	15	0					
Tö Tiªu Ngù Kh«ng Hoµn	0	102	1547	10	10000	0	100						15043	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	"Vâ §ang tôc gia, Th¸i cùc ch©n khİ th«n thiªn h¹, ®­îc ban Ngù Kh«ng Hoµn"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	15	0					
Tö Tiªu Ngù Kh«ng Hoµn	0	102	1548	10	10000	0	100						15044	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	"Vâ §ang tôc gia, Th¸i cùc ch©n khİ th«n thiªn h¹, ®­îc ban Ngù Kh«ng Hoµn"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	15	0					
TrÊn Qu©n V« Song Hæ Phï	0	102	1741	10	10000	0	100						17041	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî3a1.spr	\image\item\ring\½«¾ü½«Áî3a0.spr	"D­¬ng M«n th­¬ng kş, chinh chiÕn sa tr­êng, uy danh thiªn h¹, ®­îc ban V« Song Hæ Phï"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	17	0					
TrÊn Qu©n V« Song Hæ Phï	0	102	1742	10	10000	0	100						17042	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî3a1.spr	\image\item\ring\½«¾ü½«Áî3a0.spr	"D­¬ng M«n th­¬ng kş, chinh chiÕn sa tr­êng, uy danh thiªn h¹, ®­îc ban V« Song Hæ Phï"		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	17	0					
