T©n Y phôc	Lo¹i h×nh chÝnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	"(Ngo¹i, néi) phßng"	Thuéc tÝnh hç trî 1	TrÞ sè Thuéc tÝnh hç trî 1	Thuéc tÝnh hç trî 2	TrÞ sè Thuéc tÝnh hç trî 2	"Biªn hiÖu bé trang bÞ ( 1-10 m«n ph¸1, 11- hîp thÓ trang bÞ)"	§¾ng cÊp yªu cÇu	Giíi tÝnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàÐÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thÞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	"Cã/kh«ng thÓ giao dÞch (0 ®­îc,1 kh«ng ®­îc,)"	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chÝ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm																																																													
Hång M«ng §¹o Bµo	0	109	530	10	0	0	120						8	10	1	1		\image\item\cloth\m2_mpcloth_022a0.spr	\image\item\cloth\m2_mpcloth_022a1.spr	"§¹o bµo ®­îc tinh chÕ tõ gÊm xanh, trang bÞ tiªu chuÈn cña ®Ö tö ph¸i c«n l«n"	±ê×¼ÄÐÃÅÅÉÇû¸É07	Th­îng y		1	2	1		1																																																																		
Thiªn HuyÒn §¹o Bµo	0	109	531	10	0	0	120						8	10	1	2		\image\item\cloth\m1_mpcloth_022a0.spr	\image\item\cloth\m1_mpcloth_022a1.spr	"§¹o bµo ®­îc chÕ tõ gÊm Tø Xuyªn cao cÊp, ®Ö tö c«n l«n th­êng dïng"	¿ýÎàÄÐÃÅÅÉÇû¸É07	Th­îng y		1	2	1		1																																																																		
Loan Th¸i Y	0	109	532	10	0	0	120						10	10	2	3		\image\item\cloth\f2_mpcloth_028a0.spr	\image\item\cloth\f2_mpcloth_028a1.spr	"Hoa lÖ nghª th­êng, trang phôc tiªu chuÈn cña ph¸i Thóy Yªn"	ÐÔ¸ÐÅ®ÃÅÅÉÇû¸É07	Th­îng y		1	2	1		1																																																																		
ThÊt Th¸i Tó Y	0	109	533	10	0	0	120						10	10	2	4		\image\item\cloth\f1_mpcloth_028a0.spr	\image\item\cloth\f1_mpcloth_028a1.spr	"§­îc chÕ t¹o tõ t¬ lôa cao cÊp, th©n ®­îc bao bäc b¶y mµu, ®Ö tö Thóy Yªn th­êng dïng"	½¿Ð¡Å®ÃÅÅÉÇû¸É07	Th­îng y		1	2	1		1																																																																		
LiÖt Háa Y	0	109	534	10	0	0	120						9	10	1	1		\image\item\cloth\m2_mpcloth_024a0.spr	\image\item\cloth\m2_mpcloth_024a1.spr	"§­îc chÕ t¹o tõ lo¹i t¬ cao cÊp, trang phôc tiªu chuÈn cña minh gi¸o"	±ê×¼ÄÐÃÅÅÉÇû¸É08	Th­îng y		1	2	1		1																																																																		
XÝch LuyÖn Y	0	109	535	10	0	0	120						9	10	1	2		\image\item\cloth\m1_mpcloth_024a0.spr	\image\item\cloth\m1_mpcloth_024a1.spr	"Th­îng Y ®­îc ®an b»ng tay, thÝch hîp cho nam kh«i ng«"	¿ýÎàÄÐÃÅÅÉÇû¸É08	Th­îng y		1	2	1		1																																																																		
L­u Ly Y	0	109	536	10	0	0	120						9	10	2	3		\image\item\cloth\f2_mpcloth_024a0.spr	\image\item\cloth\f2_mpcloth_024a1.spr	"Th­îng y mµu ®en, thÝch hîp cho n÷ gîi c¶m"	ÐÔ¸ÐÅ®ÃÅÅÉÇû¸É08	Th­îng y		1	2	1		1																																																																		
Háa V©n Y	0	109	537	10	0	0	120						9	10	2	4		\image\item\cloth\f1_mpcloth_024a0.spr	\image\item\cloth\f1_mpcloth_024a1.spr	"§en nh­ than, ®á nh­ löa, trang bÞ tiªu chuÈn cña n÷ ®Ö tö minh gi¸o"	½¿Ð¡Å®ÃÅÅÉÇû¸É08	Th­îng y		1	2	1		1																																																																		
Kim Cang D­¬ng Th­êng	0	100	251	60	2986	0	180	24;24					250101	10	1	1		\image\item\cloth\man1_arm_014a1.spr	\image\item\cloth\man1_arm_014a0.spr	"Kú tr©n dÞ b¶o, ngµn vµng khã mua"	±ê×¼ÄÐÇû¸É011	§· khãa		5	2	1	2	0																																																																		
Kim Cang Dao Th­êng	0	100	271	80	12729	0	220	30;30					270101	10	1	1		\image\item\cloth\man1_arm_018a1.spr	\image\item\cloth\man1_arm_018a0.spr	"§­îc d¸t nhiÒu líp kim lo¹i, g­¬m ®ao khã xuyªn"	±ê×¼ÄÐÇû¸É009	§· khãa		7	2	1	2	0																																																																		
Kim Cang D­¬ng Th­êng	0	100	252	60	2986	0	180	24;24					250201	10	1	2		\image\item\cloth\man2_arm_014a1.spr	\image\item\cloth\man2_arm_014a0.spr	"HÊp thu linh lùc ®Êt trêi, cã thÓ phßng tr¸nh s¸t th­¬ng ngò hµnh"	¿ýÎàÄÐÇû¸É017	§· khãa		5	2	1	2	0																																																																		
Kim Cang Dao Th­êng	0	100	272	80	12729	0	220	30;30					270201	10	1	2		\image\item\cloth\man2_arm_018a1.spr	\image\item\cloth\man2_arm_018a0.spr	"§­îc dÖt tõ l«ng Kim ¤, bÒn ch¾c, phßng ngù cao."	¿ýÎàÄÐÇû¸É016	§· khãa		7	2	1	2	0																																																																		
Nh­ Lai D­¬ng Th­êng	0	100	351	60	2986	0	180	24;24					350101	10	1	1		\image\item\cloth\man1_arm_014a1.spr	\image\item\cloth\man1_arm_014a0.spr	"Kú tr©n dÞ b¶o, ngµn vµng khã mua"	±ê×¼ÄÐÇû¸É011	§· khãa		5	2	1	3	0																																																																		
Nh­ Lai Dao Th­êng	0	100	371	80	12729	0	220	30;30					370101	10	1	1		\image\item\cloth\man1_arm_018a1.spr	\image\item\cloth\man1_arm_018a0.spr	"§­îc d¸t nhiÒu líp kim lo¹i, g­¬m ®ao khã xuyªn"	±ê×¼ÄÐÇû¸É009	§· khãa		7	2	1	3	0																																																																		
Nh­ Lai D­¬ng Th­êng	0	100	352	60	2986	0	180	24;24					350201	10	1	2		\image\item\cloth\man2_arm_014a1.spr	\image\item\cloth\man2_arm_014a0.spr	"HÊp thu linh lùc ®Êt trêi, cã thÓ phßng tr¸nh s¸t th­¬ng ngò hµnh"	¿ýÎàÄÐÇû¸É017	§· khãa		5	2	1	3	0																																																																		
Nh­ Lai Dao Th­êng	0	100	372	80	12729	0	220	30;30					370201	10	1	2		\image\item\cloth\man2_arm_018a1.spr	\image\item\cloth\man2_arm_018a0.spr	"§­îc dÖt tõ l«ng Kim ¤, bÒn ch¾c, phßng ngù cao."	¿ýÎàÄÐÇû¸É016	§· khãa		7	2	1	3	0																																																																		
La H¸n D­¬ng Th­êng	0	100	451	60	2986	0	180	24;24					450101	10	1	1		\image\item\cloth\man1_arm_014a1.spr	\image\item\cloth\man1_arm_014a0.spr	"Kú tr©n dÞ b¶o, ngµn vµng khã mua"	±ê×¼ÄÐÇû¸É011	§· khãa		5	2	1	4	0																																																																		
La H¸n Dao Th­êng	0	100	471	80	12729	0	220	30;30					470101	10	1	1		\image\item\cloth\man1_arm_018a1.spr	\image\item\cloth\man1_arm_018a0.spr	"§­îc d¸t nhiÒu líp kim lo¹i, g­¬m ®ao khã xuyªn"	±ê×¼ÄÐÇû¸É009	§· khãa		7	2	1	4	0																																																																		
La H¸n D­¬ng Th­êng	0	100	452	60	2986	0	180	24;24					450201	10	1	2		\image\item\cloth\man2_arm_014a1.spr	\image\item\cloth\man2_arm_014a0.spr	"HÊp thu linh lùc ®Êt trêi, cã thÓ phßng tr¸nh s¸t th­¬ng ngò hµnh"	¿ýÎàÄÐÇû¸É017	§· khãa		5	2	1	4	0																																																																		
La H¸n Dao Th­êng	0	100	472	80	12729	0	220	30;30					470201	10	1	2		\image\item\cloth\man2_arm_018a1.spr	\image\item\cloth\man2_arm_018a0.spr	"§­îc dÖt tõ l«ng Kim ¤, bÒn ch¾c, phßng ngù cao."	¿ýÎàÄÐÇû¸É016	§· khãa		7	2	1	4	0																																																																		
HiÖp Kh¸ch D­¬ng Th­êng	0	100	651	60	2986	0	180	24;24					650101	10	1	1		\image\item\cloth\man1_arm_014a1.spr	\image\item\cloth\man1_arm_014a0.spr	"Kú tr©n dÞ b¶o, ngµn vµng khã mua"	±ê×¼ÄÐÇû¸É011	§· khãa		5	2	1	6	0																																																																		
HiÖp Kh¸ch Dao Th­êng	0	100	671	80	12729	0	220	30;30					670101	10	1	1		\image\item\cloth\man1_arm_018a1.spr	\image\item\cloth\man1_arm_018a0.spr	"§­îc d¸t nhiÒu líp kim lo¹i, g­¬m ®ao khã xuyªn"	±ê×¼ÄÐÇû¸É009	§· khãa		7	2	1	6	0																																																																		
HiÖp Kh¸ch D­¬ng Th­êng	0	100	652	60	2986	0	180	24;24					650201	10	1	2		\image\item\cloth\man2_arm_014a1.spr	\image\item\cloth\man2_arm_014a0.spr	"HÊp thu linh lùc ®Êt trêi, cã thÓ phßng tr¸nh s¸t th­¬ng ngò hµnh"	¿ýÎàÄÐÇû¸É017	§· khãa		5	2	1	6	0																																																																		
HiÖp Kh¸ch Dao Th­êng	0	100	672	80	12729	0	220	30;30					670201	10	1	2		\image\item\cloth\man2_arm_018a1.spr	\image\item\cloth\man2_arm_018a0.spr	"§­îc dÖt tõ l«ng Kim ¤, bÒn ch¾c, phßng ngù cao."	¿ýÎàÄÐÇû¸É016	§· khãa		7	2	1	6	0																																																																		
HiÖp Kh¸ch D­¬ng Th­êng	0	100	653	60	2986	0	180	24;24					650301	10	2	3		\image\item\cloth\fm1_arm_014a1.spr	\image\item\cloth\fm1_arm_014a0.spr	Trang bÞ th­êng thÊy cña c¸c ph­êng h¸t vïng Giang Nam	ÐÔ¸ÐÅ®Çû¸É024	§· khãa		5	2	1	6	0																																																																		
HiÖp Kh¸ch Dao Th­êng	0	100	673	80	12729	0	220	30;30					670301	10	2	3		\image\item\cloth\fm1_arm_018a1.spr	\image\item\cloth\fm1_arm_018a0.spr	B¶o vËt cùc hiÕm! MÆc vµo cã thÓ biÕt tr­íc v¹n sù.	ÐÔ¸ÐÅ®Çû¸É026	§· khãa		7	2	1	6	0																																																																		
HiÖp Kh¸ch D­¬ng Th­êng	0	100	654	60	2986	0	180	24;24					650401	10	2	4		\image\item\cloth\fm2_arm_014a1.spr	\image\item\cloth\fm2_arm_014a0.spr	Trang phôc Vâ T¾c Thiªn mçi khi c¶i trang vi hµnh	½¿Ð¡Å®Çû¸É015	§· khãa		5	2	1	6	0																																																																		
HiÖp Kh¸ch Dao Th­êng	0	100	674	80	12729	0	220	30;30					670401	10	2	4		\image\item\cloth\fm2_arm_018a1.spr	\image\item\cloth\fm2_arm_018a0.spr	"LÊp l¸nh nh­ s¾c cÇu vång, ban ®ªm ph¸t s¸ng"	½¿Ð¡Å®Çû¸É018	§· khãa		7	2	1	6	0																																																																		
Quan ¢m D­¬ng Th­êng	0	100	853	60	2986	0	180	24;24					850301	10	2	3		\image\item\cloth\fm1_arm_014a1.spr	\image\item\cloth\fm1_arm_014a0.spr	Trang bÞ th­êng thÊy cña c¸c ph­êng h¸t vïng Giang Nam	ÐÔ¸ÐÅ®Çû¸É024	§· khãa		5	2	1	8	0																																																																		
Quan ¢m Dao Th­êng	0	100	873	80	12729	0	220	30;30					870301	10	2	3		\image\item\cloth\fm1_arm_018a1.spr	\image\item\cloth\fm1_arm_018a0.spr	B¶o vËt cùc hiÕm! MÆc vµo cã thÓ biÕt tr­íc v¹n sù.	ÐÔ¸ÐÅ®Çû¸É026	§· khãa		7	2	1	8	0																																																																		
Quan ¢m D­¬ng Th­êng	0	100	854	60	2986	0	180	24;24					850401	10	2	4		\image\item\cloth\fm2_arm_014a1.spr	\image\item\cloth\fm2_arm_014a0.spr	Trang phôc Vâ T¾c Thiªn mçi khi c¶i trang vi hµnh	½¿Ð¡Å®Çû¸É015	§· khãa		5	2	1	8	0																																																																		
Quan ¢m Dao Th­êng	0	100	874	80	12729	0	220	30;30					870401	10	2	4		\image\item\cloth\fm2_arm_018a1.spr	\image\item\cloth\fm2_arm_018a0.spr	"LÊp l¸nh nh­ s¾c cÇu vång, ban ®ªm ph¸t s¸ng"	½¿Ð¡Å®Çû¸É018	§· khãa		7	2	1	8	0																																																																		
Ngäc N÷ D­¬ng  Th­êng	0	100	953	60	2986	0	180	24;24					950301	10	2	3		\image\item\cloth\fm1_arm_014a1.spr	\image\item\cloth\fm1_arm_014a0.spr	Trang bÞ th­êng thÊy cña c¸c ph­êng h¸t vïng Giang Nam	ÐÔ¸ÐÅ®Çû¸É024	§· khãa		5	2	1	9	0																																																																		
Ngäc N÷ Dao Th­êng	0	100	973	80	12729	0	220	30;30					970301	10	2	3		\image\item\cloth\fm1_arm_018a1.spr	\image\item\cloth\fm1_arm_018a0.spr	B¶o vËt cùc hiÕm! MÆc vµo cã thÓ biÕt tr­íc v¹n sù.	ÐÔ¸ÐÅ®Çû¸É026	§· khãa		7	2	1	9	0																																																																		
Ngäc N÷ D­¬ng  Th­êng	0	100	954	60	2986	0	180	24;24					950401	10	2	4		\image\item\cloth\fm2_arm_014a1.spr	\image\item\cloth\fm2_arm_014a0.spr	Trang phôc Vâ T¾c Thiªn mçi khi c¶i trang vi hµnh	½¿Ð¡Å®Çû¸É015	§· khãa		5	2	1	9	0																																																																		
Ngäc N÷ Dao Th­êng	0	100	974	80	12729	0	220	30;30					970401	10	2	4		\image\item\cloth\fm2_arm_018a1.spr	\image\item\cloth\fm2_arm_018a0.spr	"LÊp l¸nh nh­ s¾c cÇu vång, ban ®ªm ph¸t s¸ng"	½¿Ð¡Å®Çû¸É018	§· khãa		7	2	1	9	0																																																																		
Gi¸ng Long D­¬ng Th­êng	0	100	1151	60	2986	0	180	24;24					1150101	10	1	1		\image\item\cloth\man1_arm_014a1.spr	\image\item\cloth\man1_arm_014a0.spr	"Kú tr©n dÞ b¶o, ngµn vµng khã mua"	±ê×¼ÄÐÇû¸É011	§· khãa		5	2	1	11	0																																																																		
Gi¸ng Long Dao Th­êng	0	100	1171	80	12729	0	220	30;30					1170101	10	1	1		\image\item\cloth\man1_arm_018a1.spr	\image\item\cloth\man1_arm_018a0.spr	"§­îc d¸t nhiÒu líp kim lo¹i, g­¬m ®ao khã xuyªn"	±ê×¼ÄÐÇû¸É009	§· khãa		7	2	1	11	0																																																																		
Gi¸ng Long D­¬ng Th­êng	0	100	1152	60	2986	0	180	24;24					1150201	10	1	2		\image\item\cloth\man2_arm_014a1.spr	\image\item\cloth\man2_arm_014a0.spr	"HÊp thu linh lùc ®Êt trêi, cã thÓ phßng tr¸nh s¸t th­¬ng ngò hµnh"	¿ýÎàÄÐÇû¸É017	§· khãa		5	2	1	11	0																																																																		
Gi¸ng Long Dao Th­êng	0	100	1172	80	12729	0	220	30;30					1170201	10	1	2		\image\item\cloth\man2_arm_018a1.spr	\image\item\cloth\man2_arm_018a0.spr	"§­îc dÖt tõ l«ng Kim ¤, bÒn ch¾c, phßng ngù cao."	¿ýÎàÄÐÇû¸É016	§· khãa		7	2	1	11	0																																																																		
Gi¸ng Long D­¬ng Th­êng	0	100	1153	60	2986	0	180	24;24					1150301	10	2	3		\image\item\cloth\fm1_arm_014a1.spr	\image\item\cloth\fm1_arm_014a0.spr	Trang bÞ th­êng thÊy cña c¸c ph­êng h¸t vïng Giang Nam	ÐÔ¸ÐÅ®Çû¸É024	§· khãa		5	2	1	11	0																																																																		
Gi¸ng Long Dao Th­êng	0	100	1173	80	12729	0	220	30;30					1170301	10	2	3		\image\item\cloth\fm1_arm_018a1.spr	\image\item\cloth\fm1_arm_018a0.spr	B¶o vËt cùc hiÕm! MÆc vµo cã thÓ biÕt tr­íc v¹n sù.	ÐÔ¸ÐÅ®Çû¸É026	§· khãa		7	2	1	11	0																																																																		
Gi¸ng Long D­¬ng Th­êng	0	100	1154	60	2986	0	180	24;24					1150401	10	2	4		\image\item\cloth\fm2_arm_014a1.spr	\image\item\cloth\fm2_arm_014a0.spr	Trang phôc Vâ T¾c Thiªn mçi khi c¶i trang vi hµnh	½¿Ð¡Å®Çû¸É015	§· khãa		5	2	1	11	0																																																																		
Gi¸ng Long Dao Th­êng	0	100	1174	80	12729	0	220	30;30					1170401	10	2	4		\image\item\cloth\fm2_arm_018a1.spr	\image\item\cloth\fm2_arm_018a0.spr	"LÊp l¸nh nh­ s¾c cÇu vång, ban ®ªm ph¸t s¸ng"	½¿Ð¡Å®Çû¸É018	§· khãa		7	2	1	11	0																																																																		
Phong Ma D­¬ng Th­êng	0	100	1251	60	2986	0	180	24;24					1250101	10	1	1		\image\item\cloth\man1_arm_014a1.spr	\image\item\cloth\man1_arm_014a0.spr	"Kú tr©n dÞ b¶o, ngµn vµng khã mua"	±ê×¼ÄÐÇû¸É011	§· khãa		5	2	1	12	0																																																																		
Phong Ma Dao Th­êng	0	100	1271	80	12729	0	220	30;30					1270101	10	1	1		\image\item\cloth\man1_arm_018a1.spr	\image\item\cloth\man1_arm_018a0.spr	"§­îc d¸t nhiÒu líp kim lo¹i, g­¬m ®ao khã xuyªn"	±ê×¼ÄÐÇû¸É009	§· khãa		7	2	1	12	0																																																																		
Phong Ma D­¬ng Th­êng	0	100	1252	60	2986	0	180	24;24					1250201	10	1	2		\image\item\cloth\man2_arm_014a1.spr	\image\item\cloth\man2_arm_014a0.spr	"HÊp thu linh lùc ®Êt trêi, cã thÓ phßng tr¸nh s¸t th­¬ng ngò hµnh"	¿ýÎàÄÐÇû¸É017	§· khãa		5	2	1	12	0																																																																		
Phong Ma Dao Th­êng	0	100	1272	80	12729	0	220	30;30					1270201	10	1	2		\image\item\cloth\man2_arm_018a1.spr	\image\item\cloth\man2_arm_018a0.spr	"§­îc dÖt tõ l«ng Kim ¤, bÒn ch¾c, phßng ngù cao."	¿ýÎàÄÐÇû¸É016	§· khãa		7	2	1	12	0																																																																		
Phong Ma D­¬ng Th­êng	0	100	1253	60	2986	0	180	24;24					1250301	10	2	3		\image\item\cloth\fm1_arm_014a1.spr	\image\item\cloth\fm1_arm_014a0.spr	Trang bÞ th­êng thÊy cña c¸c ph­êng h¸t vïng Giang Nam	ÐÔ¸ÐÅ®Çû¸É024	§· khãa		5	2	1	12	0																																																																		
Phong Ma Dao Th­êng	0	100	1273	80	12729	0	220	30;30					1270301	10	2	3		\image\item\cloth\fm1_arm_018a1.spr	\image\item\cloth\fm1_arm_018a0.spr	B¶o vËt cùc hiÕm! MÆc vµo cã thÓ biÕt tr­íc v¹n sù.	ÐÔ¸ÐÅ®Çû¸É026	§· khãa		7	2	1	12	0																																																																		
Phong Ma D­¬ng Th­êng	0	100	1254	60	2986	0	180	24;24					1250401	10	2	4		\image\item\cloth\fm2_arm_014a1.spr	\image\item\cloth\fm2_arm_014a0.spr	Trang phôc Vâ T¾c Thiªn mçi khi c¶i trang vi hµnh	½¿Ð¡Å®Çû¸É015	§· khãa		5	2	1	12	0																																																																		
Phong Ma Dao Th­êng	0	100	1274	80	12729	0	220	30;30					1270401	10	2	4		\image\item\cloth\fm2_arm_018a1.spr	\image\item\cloth\fm2_arm_018a0.spr	"LÊp l¸nh nh­ s¾c cÇu vång, ban ®ªm ph¸t s¸ng"	½¿Ð¡Å®Çû¸É018	§· khãa		7	2	1	12	0																																																																		
Ch©n Vò D­¬ng Th­êng	0	100	1451	60	2986	0	180	24;24					1450101	10	1	1		\image\item\cloth\man1_arm_014a1.spr	\image\item\cloth\man1_arm_014a0.spr	"Kú tr©n dÞ b¶o, ngµn vµng khã mua"	±ê×¼ÄÐÇû¸É011	§· khãa		5	2	1	14	0																																																																		
Ch©n Vò Dao Th­êng	0	100	1471	80	12729	0	220	30;30					1470101	10	1	1		\image\item\cloth\man1_arm_018a1.spr	\image\item\cloth\man1_arm_018a0.spr	"§­îc d¸t nhiÒu líp kim lo¹i, g­¬m ®ao khã xuyªn"	±ê×¼ÄÐÇû¸É009	§· khãa		7	2	1	14	0																																																																		
Ch©n Vò D­¬ng Th­êng	0	100	1452	60	2986	0	180	24;24					1450201	10	1	2		\image\item\cloth\man2_arm_014a1.spr	\image\item\cloth\man2_arm_014a0.spr	"HÊp thu linh lùc ®Êt trêi, cã thÓ phßng tr¸nh s¸t th­¬ng ngò hµnh"	¿ýÎàÄÐÇû¸É017	§· khãa		5	2	1	14	0																																																																		
Ch©n Vò Dao Th­êng	0	100	1472	80	12729	0	220	30;30					1470201	10	1	2		\image\item\cloth\man2_arm_018a1.spr	\image\item\cloth\man2_arm_018a0.spr	"§­îc dÖt tõ l«ng Kim ¤, bÒn ch¾c, phßng ngù cao."	¿ýÎàÄÐÇû¸É016	§· khãa		7	2	1	14	0																																																																		
Ch©n Vò D­¬ng Th­êng	0	100	1453	60	2986	0	180	24;24					1450301	10	2	3		\image\item\cloth\fm1_arm_014a1.spr	\image\item\cloth\fm1_arm_014a0.spr	Trang bÞ th­êng thÊy cña c¸c ph­êng h¸t vïng Giang Nam	ÐÔ¸ÐÅ®Çû¸É024	§· khãa		5	2	1	14	0																																																																		
Ch©n Vò Dao Th­êng	0	100	1473	80	12729	0	220	30;30					1470301	10	2	3		\image\item\cloth\fm1_arm_018a1.spr	\image\item\cloth\fm1_arm_018a0.spr	B¶o vËt cùc hiÕm! MÆc vµo cã thÓ biÕt tr­íc v¹n sù.	ÐÔ¸ÐÅ®Çû¸É026	§· khãa		7	2	1	14	0																																																																		
Ch©n Vò D­¬ng Th­êng	0	100	1454	60	2986	0	180	24;24					1450401	10	2	4		\image\item\cloth\fm2_arm_014a1.spr	\image\item\cloth\fm2_arm_014a0.spr	Trang phôc Vâ T¾c Thiªn mçi khi c¶i trang vi hµnh	½¿Ð¡Å®Çû¸É015	§· khãa		5	2	1	14	0																																																																		
Ch©n Vò Dao Th­êng	0	100	1474	80	12729	0	220	30;30					1470401	10	2	4		\image\item\cloth\fm2_arm_018a1.spr	\image\item\cloth\fm2_arm_018a0.spr	"LÊp l¸nh nh­ s¾c cÇu vång, ban ®ªm ph¸t s¸ng"	½¿Ð¡Å®Çû¸É018	§· khãa		7	2	1	14	0																																																																		
NhÊt D­¬ng Th­êng	0	100	1551	60	2986	0	180	24;24					1550101	10	1	1		\image\item\cloth\man1_arm_014a1.spr	\image\item\cloth\man1_arm_014a0.spr	"Kú tr©n dÞ b¶o, ngµn vµng khã mua"	±ê×¼ÄÐÇû¸É011	§· khãa		5	2	1	15	0																																																																		
NhÊt D­¬ng Dao Th­êng	0	100	1571	80	12729	0	220	30;30					1570101	10	1	1		\image\item\cloth\man1_arm_018a1.spr	\image\item\cloth\man1_arm_018a0.spr	"§­îc d¸t nhiÒu líp kim lo¹i, g­¬m ®ao khã xuyªn"	±ê×¼ÄÐÇû¸É009	§· khãa		7	2	1	15	0																																																																		
NhÊt D­¬ng Th­êng	0	100	1552	60	2986	0	180	24;24					1550201	10	1	2		\image\item\cloth\man2_arm_014a1.spr	\image\item\cloth\man2_arm_014a0.spr	"HÊp thu linh lùc ®Êt trêi, cã thÓ phßng tr¸nh s¸t th­¬ng ngò hµnh"	¿ýÎàÄÐÇû¸É017	§· khãa		5	2	1	15	0																																																																		
NhÊt D­¬ng Dao Th­êng	0	100	1572	80	12729	0	220	30;30					1570201	10	1	2		\image\item\cloth\man2_arm_018a1.spr	\image\item\cloth\man2_arm_018a0.spr	"§­îc dÖt tõ l«ng Kim ¤, bÒn ch¾c, phßng ngù cao."	¿ýÎàÄÐÇû¸É016	§· khãa		7	2	1	15	0																																																																		
NhÊt D­¬ng Th­êng	0	100	1553	60	2986	0	180	24;24					1550301	10	2	3		\image\item\cloth\fm1_arm_014a1.spr	\image\item\cloth\fm1_arm_014a0.spr	Trang bÞ th­êng thÊy cña c¸c ph­êng h¸t vïng Giang Nam	ÐÔ¸ÐÅ®Çû¸É024	§· khãa		5	2	1	15	0																																																																		
NhÊt D­¬ng Dao Th­êng	0	100	1573	80	12729	0	220	30;30					1570301	10	2	3		\image\item\cloth\fm1_arm_018a1.spr	\image\item\cloth\fm1_arm_018a0.spr	B¶o vËt cùc hiÕm! MÆc vµo cã thÓ biÕt tr­íc v¹n sù.	ÐÔ¸ÐÅ®Çû¸É026	§· khãa		7	2	1	15	0																																																																		
NhÊt D­¬ng Th­êng	0	100	1554	60	2986	0	180	24;24					1550401	10	2	4		\image\item\cloth\fm2_arm_014a1.spr	\image\item\cloth\fm2_arm_014a0.spr	Trang phôc Vâ T¾c Thiªn mçi khi c¶i trang vi hµnh	½¿Ð¡Å®Çû¸É015	§· khãa		5	2	1	15	0																																																																		
NhÊt D­¬ng Dao Th­êng	0	100	1574	80	12729	0	220	30;30					1570401	10	2	4		\image\item\cloth\fm2_arm_018a1.spr	\image\item\cloth\fm2_arm_018a0.spr	"LÊp l¸nh nh­ s¾c cÇu vång, ban ®ªm ph¸t s¸ng"	½¿Ð¡Å®Çû¸É018	§· khãa		7	2	1	15	0																																																																		
Xa Kþ ChiÕn SÜ Th­êng	0	100	1751	60	2986	0	180	24;24					1750101	10	1	1		\image\item\cloth\man1_arm_014a1.spr	\image\item\cloth\man1_arm_014a0.spr	"Kú tr©n dÞ b¶o, ngµn vµng khã mua"	±ê×¼ÄÐÇû¸É011	§· khãa		5	2	1	17	0																																																																		
Xa Kþ T­íng Qu©n Th­êng	0	100	1771	80	12729	0	220	30;30					1770101	10	1	1		\image\item\cloth\man1_arm_018a1.spr	\image\item\cloth\man1_arm_018a0.spr	"§­îc d¸t nhiÒu líp kim lo¹i, g­¬m ®ao khã xuyªn"	±ê×¼ÄÐÇû¸É009	§· khãa		7	2	1	17	0																																																																		
Xa Kþ ChiÕn SÜ Th­êng	0	100	1752	60	2986	0	180	24;24					1750201	10	1	2		\image\item\cloth\man2_arm_014a1.spr	\image\item\cloth\man2_arm_014a0.spr	"HÊp thu linh lùc ®Êt trêi, cã thÓ phßng tr¸nh s¸t th­¬ng ngò hµnh"	¿ýÎàÄÐÇû¸É017	§· khãa		5	2	1	17	0																																																																		
