Tªn giµy	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	Søc phßng ngù (ngo¹i ; néi)	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	"Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)"	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Hång M«ng Ch©n Nh©n HuyÒn V©n §¹o Trang	0	101	23141	50	40000	0	200	17;29					23141	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÊÅÔÆa1.spr	\image\item\shoe\ÊÅÔÆa0.spr	"§¹o trang ®­îc dïng khi Hång Méng Ch©n Nh©n hµng yªu phôc ma, tö sa linh khİ Èn hiÖn xung quanh, khiÕn ma qu¸i võa nh×n ®· sî, tªn lµ HuyÒn V©n."	±ê×¼ÄĞÏÂ×°9¼¶	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	23	0					
Hång M«ng Ch©n Nh©n HuyÒn V©n §¹o Trang	0	101	23142	50	40000	0	200	17;29					23142	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ĞüÏöa1.spr	\image\item\shoe\ĞüÏöa0.spr	"§¹o trang ®­îc dïng khi Hång Méng Ch©n Nh©n hµng yªu phôc ma, tö sa linh khİ Èn hiÖn xung quanh, khiÕn ma qu¸i võa nh×n ®· sî, tªn lµ HuyÒn V©n."	¿ıÎàÄĞÏÂ×°9¼¶	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	23	0					
Kim Mao S­ V­¬ng §å Long Trang 	0	101	25141	50	20000	0	200	29;17					25141	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÊÅÔÆa1.spr	\image\item\shoe\ÊÅÔÆa0.spr	"Kim Mao S­ V­¬ng nhê cã §å Long B¶o §ao mµ danh chÊn thiªn h¹, ng­êi ®êi ch­a ®­îc gÆp mÆt nh­ng ®É biÕt dung m¹o cña y, H¹ y h¾n mang lÊy §å Long ®Ó ®Æt tªn"	±ê×¼ÄĞÏÂÉí004	§· khãa		9	2	1	25	0	999				
Kim Mao S­ V­¬ng §å Long Trang 	0	101	25142	50	20000	0	200	29;17					25142	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ĞüÏöa1.spr	\image\item\shoe\ĞüÏöa0.spr	"Kim Mao S­ V­¬ng nhê cã §å Long B¶o §ao mµ danh chÊn thiªn h¹, ng­êi ®êi ch­a ®­îc gÆp mÆt nh­ng ®É biÕt dung m¹o cña y, H¹ y h¾n mang lÊy §å Long ®Ó ®Æt tªn"	¿ıÎàÄĞÏÂÉí013	§· khãa		9	2	1	25	0	999				
Kim Mao S­ V­¬ng §å Long Trang 	0	101	25143	50	20000	0	200	29;17					25143	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÏªÔÆa1.spr	\image\item\shoe\ÏªÔÆa0.spr	"Kim Mao S­ V­¬ng nhê cã §å Long B¶o §ao mµ danh chÊn thiªn h¹, ng­êi ®êi ch­a ®­îc gÆp mÆt nh­ng ®É biÕt dung m¹o cña y, H¹ y h¾n mang lÊy §å Long ®Ó ®Æt tªn"	ĞÔ¸ĞÅ®ÏÂÉí021	§· khãa		9	2	1	25	0	999				
Kim Mao S­ V­¬ng §å Long Trang 	0	101	25144	50	20000	0	200	29;17					25144	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Ò¹¸èa1.spr	\image\item\shoe\Ò¹¸èa0.spr	"Kim Mao S­ V­¬ng nhê cã §å Long B¶o §ao mµ danh chÊn thiªn h¹, ng­êi ®êi ch­a ®­îc gÆp mÆt nh­ng ®É biÕt dung m¹o cña y, H¹ y h¾n mang lÊy §å Long ®Ó ®Æt tªn"	½¿Ğ¡Å®ÏÂÉí008	§· khãa		9	2	1	25	0	999				
 B¹ch Mi ¦ng V­¬ng Quang Minh B¶o Trang 	0	101	26141	50	20000	0	200	25;25					26141	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÊÅÔÆa1.spr	\image\item\shoe\ÊÅÔÆa0.spr	"B¹ch Mi ¦ng V­¬ng ®¹i nghÜa lÉm nhiªn, thiÕt huyÕt ®¬n t©m, ®­îc x­ng lµ hãa th©n cña Quang Minh, H¹ y cña y ®­îc ®Æt tªn theo Quang Minh"	±ê×¼ÄĞÏÂÉí004	§· khãa		9	2	1	26	0	999				
 B¹ch Mi ¦ng V­¬ng Quang Minh B¶o Trang 	0	101	26142	50	20000	0	200	25;25					26142	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ĞüÏöa1.spr	\image\item\shoe\ĞüÏöa0.spr	"B¹ch Mi ¦ng V­¬ng ®¹i nghÜa lÉm nhiªn, thiÕt huyÕt ®¬n t©m, ®­îc x­ng lµ hãa th©n cña Quang Minh, H¹ y cña y ®­îc ®Æt tªn theo Quang Minh"	¿ıÎàÄĞÏÂÉí013	§· khãa		9	2	1	26	0	999				
 B¹ch Mi ¦ng V­¬ng Quang Minh B¶o Trang 	0	101	26143	50	20000	0	200	25;25					26143	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÏªÔÆa1.spr	\image\item\shoe\ÏªÔÆa0.spr	"B¹ch Mi ¦ng V­¬ng ®¹i nghÜa lÉm nhiªn, thiÕt huyÕt ®¬n t©m, ®­îc x­ng lµ hãa th©n cña Quang Minh, H¹ y cña y ®­îc ®Æt tªn theo Quang Minh"	ĞÔ¸ĞÅ®ÏÂÉí021	§· khãa		9	2	1	26	0	999				
 B¹ch Mi ¦ng V­¬ng Quang Minh B¶o Trang 	0	101	26144	50	20000	0	200	25;25					26144	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Ò¹¸èa1.spr	\image\item\shoe\Ò¹¸èa0.spr	"B¹ch Mi ¦ng V­¬ng ®¹i nghÜa lÉm nhiªn, thiÕt huyÕt ®¬n t©m, ®­îc x­ng lµ hãa th©n cña Quang Minh, H¹ y cña y ®­îc ®Æt tªn theo Quang Minh"	½¿Ğ¡Å®ÏÂÉí008	§· khãa		9	2	1	26	0	999				
Thanh Dùc Bøc V­¬ng Tµn HuyÕt Trang 	0	101	27141	50	20000	0	200	25;25					27141	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÊÅÔÆa1.spr	\image\item\shoe\ÊÅÔÆa0.spr	" Thanh Dùc Bøc V­¬ng dùa vµo hót sinh lùc ®Ó hãa gi¶i ®éc hµn trong c¬ thÓ,  nghe ®Õn tªn y kh«ng l¹nh mµ run, H¹ Y cña y ®Æt tªn theo Tµn HuyÕt"	±ê×¼ÄĞÏÂÉí004	§· khãa		9	2	1	27	0	999				
Thanh Dùc Bøc V­¬ng Tµn HuyÕt Trang 	0	101	27142	50	20000	0	200	25;25					27142	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ĞüÏöa1.spr	\image\item\shoe\ĞüÏöa0.spr	" Thanh Dùc Bøc V­¬ng dùa vµo hót sinh lùc ®Ó hãa gi¶i ®éc hµn trong c¬ thÓ,  nghe ®Õn tªn y kh«ng l¹nh mµ run, H¹ Y cña y ®Æt tªn theo Tµn HuyÕt"	¿ıÎàÄĞÏÂÉí013	§· khãa		9	2	1	27	0	999				
Thanh Dùc Bøc V­¬ng Tµn HuyÕt Trang 	0	101	27143	50	20000	0	200	25;25					27143	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÏªÔÆa1.spr	\image\item\shoe\ÏªÔÆa0.spr	" Thanh Dùc Bøc V­¬ng dùa vµo hót sinh lùc ®Ó hãa gi¶i ®éc hµn trong c¬ thÓ,  nghe ®Õn tªn y kh«ng l¹nh mµ run, H¹ Y cña y ®Æt tªn theo Tµn HuyÕt"	ĞÔ¸ĞÅ®ÏÂÉí021	§· khãa		9	2	1	27	0	999				
Thanh Dùc Bøc V­¬ng Tµn HuyÕt Trang 	0	101	27144	50	20000	0	200	25;25					27144	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Ò¹¸èa1.spr	\image\item\shoe\Ò¹¸èa0.spr	" Thanh Dùc Bøc V­¬ng dùa vµo hót sinh lùc ®Ó hãa gi¶i ®éc hµn trong c¬ thÓ,  nghe ®Õn tªn y kh«ng l¹nh mµ run, H¹ Y cña y ®Æt tªn theo Tµn HuyÕt"	½¿Ğ¡Å®ÏÂÉí008	§· khãa		9	2	1	27	0	999				
B¸ch Hoa T«n Gi¶ Linh T©m Tó QuÇn	0	101	29141	50	40000	0	200	25;25					29141	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÏªÔÆa1.spr	\image\item\shoe\ÏªÔÆa0.spr	"Khi B¸ch Hoa T«n Gi¶ hiÖn th©n mu«n hoa ®ua r¬i, lµm nhiÒu ng­êi mª hoÆc, v¸y thªu ®ang mÆc tªn lµ Linh T©m."	ĞÔ¸ĞÅ®ÏÂ×°9¼¶	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	29	0					
B¸ch Hoa T«n Gi¶ Linh T©m Tó QuÇn	0	101	29142	50	40000	0	200	25;25					29142	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Ò¹¸èa1.spr	\image\item\shoe\Ò¹¸èa0.spr	"Khi B¸ch Hoa T«n Gi¶ hiÖn th©n mu«n hoa ®ua r¬i, lµm nhiÒu ng­êi mª hoÆc, v¸y thªu ®ang mÆc tªn lµ Linh T©m."	½¿Ğ¡Å®ÏÂ×°9¼¶	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	29	0					
Linh §éng T«n Gi¶ Khinh V©n Tó QuÇn	0	101	30141	50	40000	0	200	25;25					30141	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÏªÔÆa1.spr	\image\item\shoe\ÏªÔÆa0.spr	"V¸y thªu cña Linh §éng T«n Gi¶, tªn gäi Khinh V©n."	ĞÔ¸ĞÅ®ÏÂ×°9¼¶	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	30	0					
Linh §éng T«n Gi¶ Khinh V©n Tó QuÇn	0	101	30142	50	40000	0	200	25;25					30142	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Ò¹¸èa1.spr	\image\item\shoe\Ò¹¸èa0.spr	"V¸y thªu cña Linh §éng T«n Gi¶, tªn gäi Khinh V©n."	½¿Ğ¡Å®ÏÂ×°9¼¶	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	30	0					
V« Danh trang	0	101	9001	10	10	0	120	17;5					66	10	1	1		\image\item\shoe\man1_tro_002a1.spr	\image\item\shoe\man1_tro_002a0.spr	"H¹ trang, chøa søc m¹nh kú dŞ."	±ê×¼ÄĞÏÂÉí002	§· khãa		1	2	1		0					
V« Danh trang	0	101	9002	10	10	0	120	17;5					67	10	1	2		\image\item\shoe\man2_tro_002a1.spr	\image\item\shoe\man2_tro_002a0.spr	"H¹ trang, chøa søc m¹nh kú dŞ."	¿ıÎàÄĞÏÂÉí001	§· khãa		1	2	1		0					
V« Danh trang	0	101	9003	10	10	0	120	17;5					68	10	2	3		\image\item\shoe\fm1_tro_002a1.spr	\image\item\shoe\fm1_tro_002a0.spr	"H¹ trang N÷ hiÖp, chøa søc m¹nh kú dŞ."	ĞÔ¸ĞÅ®ÏÂÉí019	§· khãa		1	2	1		0					
V« Danh trang	0	101	9004	10	10	0	120	17;5					69	10	2	4		\image\item\shoe\fm2_tro_002a1.spr	\image\item\shoe\fm2_tro_002a0.spr	"H¹ trang N÷ hiÖp, chøa søc m¹nh kú dŞ."	½¿Ğ¡Å®ÏÂÉí005	§· khãa		1	2	1		0					
Viªm §Õ trang	0	101	8001	50	30000	0	200	28;28					80001	10	1	1		\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	Viªm §Õ x­a kia tõng sö dông.	±ê×¼ÄĞ»Æ½ğ×°	§· khãa		9	0	1		0					
Viªm §Õ trang	0	101	8002	50	30000	0	200	28;28					80002	10	1	2		\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	Viªm §Õ x­a kia tõng sö dông.	¿ıÎàÄĞ»Æ½ğ×°	§· khãa		9	0	1		0					
Viªm §Õ trang	0	101	8003	50	30000	0	200	28;28					80003	10	2	3		\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	Viªm §Õ x­a kia tõng sö dông.	ĞÔ¸ĞÅ®»Æ½ğ×°	§· khãa		9	0	1		0					
Viªm §Õ trang	0	101	8004	50	30000	0	200	28;28					80004	10	2	4		\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	Viªm §Õ x­a kia tõng sö dông.	½¿Ğ¡Å®»Æ½ğ×°	§· khãa		9	0	1		0					
Tèng §« Thèng chiÕn trang	0	101	2231	50	0	0	100	30;30					22031	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man1_tro_017a1.spr	\image\item\shoe\man1_tro_017a0.spr	"Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng."	±ê×¼ÄĞÏÂÉí018	§· khãa	\script\newbattles\battle_equipment_item.lua	8	2	1		0					
Tèng §« Thèng chiÕn trang	0	101	2232	50	0	0	100	30;30					22032	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man2_tro_017a1.spr	\image\item\shoe\man2_tro_017a0.spr	"Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng."	¿ıÎàÄĞÏÂÉí007	§· khãa	\script\newbattles\battle_equipment_item.lua	8	2	1		0					
Tèng §« Thèng chiÕn trang	0	101	2233	50	0	0	100	30;30					22033	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm1_tro_017a1.spr	\image\item\shoe\fm1_tro_017a0.spr	"Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng."	ĞÔ¸ĞÅ®ÏÂÉí036	§· khãa	\script\newbattles\battle_equipment_item.lua	8	2	1		0					
Tèng §« Thèng chiÕn trang	0	101	2234	50	0	0	100	30;30					22034	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm2_tro_017a1.spr	\image\item\shoe\fm2_tro_017a0.spr	"Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng."	½¿Ğ¡Å®ÏÂÉí014	§· khãa	\script\newbattles\battle_equipment_item.lua	8	2	1		0					
Liªu §« Thèng chiÕn trang	0	101	2235	50	0	0	100	30;30					22035	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man1_tro_017a1.spr	\image\item\shoe\man1_tro_017a0.spr	"Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng."	±ê×¼ÄĞÏÂÉí018	§· khãa	\script\newbattles\battle_equipment_item.lua	8	2	1		0					
Liªu §« Thèng chiÕn trang	0	101	2236	50	0	0	100	30;30					22036	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man2_tro_017a1.spr	\image\item\shoe\man2_tro_017a0.spr	"Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng."	¿ıÎàÄĞÏÂÉí007	§· khãa	\script\newbattles\battle_equipment_item.lua	8	2	1		0					
Liªu §« Thèng chiÕn trang	0	101	2237	50	0	0	100	30;30					22037	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm1_tro_017a1.spr	\image\item\shoe\fm1_tro_017a0.spr	"Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng."	ĞÔ¸ĞÅ®ÏÂÉí036	§· khãa	\script\newbattles\battle_equipment_item.lua	8	2	1		0					
Liªu §« Thèng chiÕn trang	0	101	2238	50	0	0	100	30;30					22038	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm2_tro_017a1.spr	\image\item\shoe\fm2_tro_017a0.spr	"Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng."	½¿Ğ¡Å®ÏÂÉí014	§· khãa	\script\newbattles\battle_equipment_item.lua	8	2	1		0					
Tèng t­íng qu©n chiÕn phôc	0	101	2241	50	200000	0	120	35;35					22041	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	"Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng."	±ê×¼ÄĞ»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng t­íng qu©n chiÕn phôc	0	101	2242	50	200000	0	120	35;35					22042	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	"Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng."	¿ıÎàÄĞ»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng t­íng qu©n chiÕn phôc	0	101	2243	50	200000	0	120	35;35					22043	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	"Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng."	ĞÔ¸ĞÅ®»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng t­íng qu©n chiÕn phôc	0	101	2244	50	200000	0	120	35;35					22044	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	"Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng."	½¿Ğ¡Å®»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Liªu t­íng qu©n chiÕn phôc	0	101	2245	50	200000	0	120	35;35					22045	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	"Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng."	±ê×¼ÄĞ»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Liªu t­íng qu©n chiÕn phôc	0	101	2246	50	200000	0	120	35;35					22046	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	"Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng."	¿ıÎàÄĞ»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Liªu t­íng qu©n chiÕn phôc	0	101	2247	50	200000	0	120	35;35					22047	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	"Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng."	ĞÔ¸ĞÅ®»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Liªu t­íng qu©n chiÕn phôc	0	101	2248	50	200000	0	120	35;35					22048	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	"Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng."	½¿Ğ¡Å®»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng nguyªn so¸i chiÕn phôc	0	101	2251	50	500000	0	150	40;40					22051	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	"Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng."	±ê×¼ÄĞ»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Tèng nguyªn so¸i chiÕn phôc	0	101	2252	50	500000	0	150	40;40					22052	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	"Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng."	¿ıÎàÄĞ»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Tèng nguyªn so¸i chiÕn phôc	0	101	2253	50	500000	0	150	40;40					22053	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	"Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng."	ĞÔ¸ĞÅ®»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Tèng nguyªn so¸i chiÕn phôc	0	101	2254	50	500000	0	150	40;40					22054	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	"Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng."	½¿Ğ¡Å®»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Liªu nguyªn so¸i chiÕn phôc	0	101	2255	50	500000	0	150	40;40					22055	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	"Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng."	±ê×¼ÄĞ»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Liªu nguyªn so¸i chiÕn phôc	0	101	2256	50	500000	0	150	40;40					22056	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	"Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng."	¿ıÎàÄĞ»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Liªu nguyªn so¸i chiÕn phôc	0	101	2257	50	500000	0	150	40;40					22057	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	"Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng."	ĞÔ¸ĞÅ®»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Liªu nguyªn so¸i chiÕn phôc	0	101	2258	50	500000	0	150	40;40					22058	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	"Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng."	½¿Ğ¡Å®»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Tö Quang Hé Trang	0	101	2351	70	15000	0	180	25;25					2351	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man1_tro_002a1.spr	\image\item\shoe\man1_tro_002a0.spr	Tö Quang C¸c phæ th«ng hé trang	±ê×¼ÄĞÏÂÉí002	§· khãa		7	2	1		0					
Tö Quang Hé Trang	0	101	2352	70	15000	0	180	25;25					2352	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man2_tro_002a1.spr	\image\item\shoe\man2_tro_002a0.spr	Tö Quang C¸c phæ th«ng hé trang	¿ıÎàÄĞÏÂÉí001	§· khãa		7	2	1		0					
Tö Quang Hé Trang	0	101	2353	70	15000	0	180	25;25					2353	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm1_tro_002a1.spr	\image\item\shoe\fm1_tro_002a0.spr	Tö Quang C¸c phæ th«ng hé trang	ĞÔ¸ĞÅ®ÏÂÉí019	§· khãa		7	2	1		0					
Tö Quang Hé Trang	0	101	2354	70	15000	0	180	25;25					2354	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm2_tro_002a1.spr	\image\item\shoe\fm2_tro_002a0.spr	Tö Quang C¸c phæ th«ng hé trang	½¿Ğ¡Å®ÏÂÉí005	§· khãa		7	2	1		0					
Tö Quang ChiÕn Trang	0	101	2355	80	30000	0	200	30;30					32355	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man1_tro_017a1.spr	\image\item\shoe\man1_tro_017a0.spr	"Tö Quang C¸c dµy c«ng chÕ t¹o thµnh chiÕn trang, n©ng cao n¨ng lùc cùc m¹nh"	±ê×¼ÄĞÏÂÉí018			8	2	1		0					
Tö Quang ChiÕn Trang	0	101	2356	80	30000	0	200	30;30					32356	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man2_tro_017a1.spr	\image\item\shoe\man2_tro_017a0.spr	"Tö Quang C¸c dµy c«ng chÕ t¹o thµnh chiÕn trang, n©ng cao n¨ng lùc cùc m¹nh"	¿ıÎàÄĞÏÂÉí007			8	2	1		0					
