Tªn trang søc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	Phßng ngù (Néi, ngo¹i)	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30382	30	40000	0	200						31582	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30383	30	40000	0	200						31583	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30384	30	40000	0	200						31584	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30385	30	40000	0	200						31585	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30386	30	40000	0	200						31586	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30387	30	40000	0	200						31587	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30388	30	40000	0	200						31588	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30389	30	40000	0	200						31589	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30390	30	40000	0	200						31590	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30391	30	40000	0	200						31591	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30392	30	40000	0	200						31592	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30393	30	40000	0	200						31593	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30394	30	40000	0	200						31594	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30395	30	40000	0	200						31595	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30396	30	40000	0	200						31596	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30397	30	40000	0	200						31597	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30398	30	40000	0	200						31598	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30399	30	40000	0	200						31599	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30400	30	40000	0	200						31600	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30401	30	40000	0	200						31601	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30402	30	40000	0	200						31602	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30403	30	40000	0	200						31603	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30404	30	40000	0	200						31604	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30405	30	40000	0	200						31605	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30406	30	40000	0	200						31606	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30407	30	40000	0	200						31607	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30408	30	40000	0	200						31608	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30409	30	40000	0	200						31609	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30410	30	40000	0	200						31610	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30411	30	40000	0	200						31611	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30412	30	40000	0	200						31612	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30413	30	40000	0	200						31613	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30414	30	40000	0	200						31614	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30415	30	40000	0	200						31615	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30416	30	40000	0	200						31616	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30417	30	40000	0	200						31617	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30418	30	40000	0	200						31618	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Tèng_Háa Phông T­íng Qu©n LÖnh Phï	0	102	30419	30	40000	0	200						31619	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û2_A1.spr	\image\item\ring\À×»¢»¢·û2_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30420	30	40000	0	200						31620	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30421	30	40000	0	200						31621	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30422	30	40000	0	200						31622	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30423	30	40000	0	200						31623	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30424	30	40000	0	200						31624	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30425	30	40000	0	200						31625	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30426	30	40000	0	200						31626	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30427	30	40000	0	200						31627	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30428	30	40000	0	200						31628	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30429	30	40000	0	200						31629	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30430	30	40000	0	200						31630	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
