Tªn M·o	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	(Ngo¹i, néi) phßng	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch(0 ®­îc,1 kh«ng ®­îc,2 chØ cã thÓ b¸n ë tiÖm,3 chØ cã thÓ b¸n)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Linh §éng T«n Gi¶ - Khª V©n Ph¸t Tr©m	0	103	30142	30	40000	0	200	23;23					30142	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\÷öÔÂa1.spr	\image\item\cap\÷öÔÂa0.spr	Vò Hån Linh §éng T«n Gi¶, d¸ng vÎ th­ít tha uyÓn chuyÓn, ®©y chİnh lµ tr©m tãc th­êng cµi, tªn lµ Khª V©n.	½¿Ğ¡Å®Í·²¿9¼¶	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	30	0					
Viªm §Õ kh«i	0	103	8001	30	30000	0	200	20;20					80001	70	1	1		\image\item\cap\ÄĞ»Æ½ğ¿øa1.spr	\image\item\cap\ÄĞ»Æ½ğ¿øa0.spr	Viªm §Õ x­a kia tõng sö dông.	±ê×¼ÄĞ»Æ½ğ¿ø	§· khãa		9	0	1		0					
Viªm §Õ kh«i	0	103	8002	30	30000	0	200	20;20					80002	70	1	2		\image\item\cap\ÄĞ»Æ½ğ¿øa1.spr	\image\item\cap\ÄĞ»Æ½ğ¿øa0.spr	Viªm §Õ x­a kia tõng sö dông.	¿ıÎàÄĞ»Æ½ğ¿ø	§· khãa		9	0	1		0					
Viªm §Õ kh«i	0	103	8003	30	30000	0	200	20;20					80003	70	2	3		\image\item\cap\Å®»Æ½ğ¿øa1.spr	\image\item\cap\Å®»Æ½ğ¿øa0.spr	Viªm §Õ x­a kia tõng sö dông.	ĞÔ¸ĞÅ®»Æ½ğ¿ø	§· khãa		9	0	1		0					
Viªm §Õ kh«i	0	103	8004	30	30000	0	200	20;20					80004	70	2	4		\image\item\cap\Å®»Æ½ğ¿øa1.spr	\image\item\cap\Å®»Æ½ğ¿øa0.spr	Viªm §Õ x­a kia tõng sö dông.	½¿Ğ¡Å®»Æ½ğ¿ø	§· khãa		9	0	1		0					
Tèng §« Thèng chiÕn kh«i	0	103	2231	30	0	0	100	30;30					22031	75	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\man1_cap_017a1.spr	\image\item\cap\man1_cap_017a0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	±ê×¼ÄĞÍ·²¿018	§· khãa	\script\newbattles\battle_equipment_item.lua	8	2	1		0					
Tèng §« Thèng chiÕn kh«i	0	103	2232	30	0	0	100	30;30					22032	75	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\man2_cap_017a1.spr	\image\item\cap\man2_cap_017a0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	¿ıÎàÄĞÍ·²¿007	§· khãa	\script\newbattles\battle_equipment_item.lua	8	2	1		0					
Tèng §« Thèng chiÕn kh«i	0	103	2233	30	0	0	100	30;30					22033	75	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\fm1_cap_017a1.spr	\image\item\cap\fm1_cap_017a0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	ĞÔ¸ĞÅ®Í·²¿036	§· khãa	\script\newbattles\battle_equipment_item.lua	8	2	1		0					
Tèng §« Thèng chiÕn kh«i	0	103	2234	30	0	0	100	30;30					22034	75	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\fm2_cap_017a1.spr	\image\item\cap\fm2_cap_017a0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	½¿Ğ¡Å®Í·²¿014	§· khãa	\script\newbattles\battle_equipment_item.lua	8	2	1		0					
Liªu §« Thèng chiÕn kh«i	0	103	2235	30	0	0	100	30;30					22035	75	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\man1_cap_017a1.spr	\image\item\cap\man1_cap_017a0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	±ê×¼ÄĞÍ·²¿018	§· khãa	\script\newbattles\battle_equipment_item.lua	8	2	1		0					
Liªu §« Thèng chiÕn kh«i	0	103	2236	30	0	0	100	30;30					22036	75	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\man2_cap_017a1.spr	\image\item\cap\man2_cap_017a0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	¿ıÎàÄĞÍ·²¿007	§· khãa	\script\newbattles\battle_equipment_item.lua	8	2	1		0					
Liªu §« Thèng chiÕn kh«i	0	103	2237	30	0	0	100	30;30					22037	75	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\fm1_cap_017a1.spr	\image\item\cap\fm1_cap_017a0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	ĞÔ¸ĞÅ®Í·²¿036	§· khãa	\script\newbattles\battle_equipment_item.lua	8	2	1		0					
Liªu §« Thèng chiÕn kh«i	0	103	2238	30	0	0	100	30;30					22038	75	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\fm2_cap_017a1.spr	\image\item\cap\fm2_cap_017a0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	½¿Ğ¡Å®Í·²¿014	§· khãa	\script\newbattles\battle_equipment_item.lua	8	2	1		0					
Tèng T­íng Qu©n chiÕn kh«i	0	103	2241	30	200000	0	120	35;35					22041	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\ÄĞ»Æ½ğ¿øa1.spr	\image\item\cap\ÄĞ»Æ½ğ¿øa0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	±ê×¼ÄĞ»Æ½ğ¿ø	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng T­íng Qu©n chiÕn kh«i	0	103	2242	30	200000	0	120	35;35					22042	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\ÄĞ»Æ½ğ¿øa1.spr	\image\item\cap\ÄĞ»Æ½ğ¿øa0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	¿ıÎàÄĞ»Æ½ğ¿ø	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng T­íng Qu©n chiÕn kh«i	0	103	2243	30	200000	0	120	35;35					22043	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\Å®»Æ½ğ¿øa1.spr	\image\item\cap\Å®»Æ½ğ¿øa0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	ĞÔ¸ĞÅ®»Æ½ğ¿ø	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng T­íng Qu©n chiÕn kh«i	0	103	2244	30	200000	0	120	35;35					22044	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\Å®»Æ½ğ¿øa1.spr	\image\item\cap\Å®»Æ½ğ¿øa0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	½¿Ğ¡Å®»Æ½ğ¿ø	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Liªu T­íng Qu©n chiÕn kh«i	0	103	2245	30	200000	0	120	35;35					22045	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\ÄĞ»Æ½ğ¿øa1.spr	\image\item\cap\ÄĞ»Æ½ğ¿øa0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	±ê×¼ÄĞ»Æ½ğ¿ø	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Liªu T­íng Qu©n chiÕn kh«i	0	103	2246	30	200000	0	120	35;35					22046	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\ÄĞ»Æ½ğ¿øa1.spr	\image\item\cap\ÄĞ»Æ½ğ¿øa0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	¿ıÎàÄĞ»Æ½ğ¿ø	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Liªu T­íng Qu©n chiÕn kh«i	0	103	2247	30	200000	0	120	35;35					22047	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\Å®»Æ½ğ¿øa1.spr	\image\item\cap\Å®»Æ½ğ¿øa0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	ĞÔ¸ĞÅ®»Æ½ğ¿ø	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Liªu T­íng Qu©n chiÕn kh«i	0	103	2248	30	200000	0	120	35;35					22048	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\Å®»Æ½ğ¿øa1.spr	\image\item\cap\Å®»Æ½ğ¿øa0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	½¿Ğ¡Å®»Æ½ğ¿ø	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Nguyªn So¸i chiÕn kh«i	0	103	2251	30	500000	0	150	40;40					22051	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\ÄĞ»Æ½ğ¿øa1.spr	\image\item\cap\ÄĞ»Æ½ğ¿øa0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	±ê×¼ÄĞ»Æ½ğ¿ø	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Tèng Nguyªn So¸i chiÕn kh«i	0	103	2252	30	500000	0	150	40;40					22052	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\ÄĞ»Æ½ğ¿øa1.spr	\image\item\cap\ÄĞ»Æ½ğ¿øa0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	¿ıÎàÄĞ»Æ½ğ¿ø	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Tèng Nguyªn So¸i chiÕn kh«i	0	103	2253	30	500000	0	150	40;40					22053	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\Å®»Æ½ğ¿øa1.spr	\image\item\cap\Å®»Æ½ğ¿øa0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	ĞÔ¸ĞÅ®»Æ½ğ¿ø	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Tèng Nguyªn So¸i chiÕn kh«i	0	103	2254	30	500000	0	150	40;40					22054	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\Å®»Æ½ğ¿øa1.spr	\image\item\cap\Å®»Æ½ğ¿øa0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	½¿Ğ¡Å®»Æ½ğ¿ø	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Liªu Nguyªn So¸i chiÕn kh«i	0	103	2255	30	500000	0	150	40;40					22055	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\ÄĞ»Æ½ğ¿øa1.spr	\image\item\cap\ÄĞ»Æ½ğ¿øa0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	±ê×¼ÄĞ»Æ½ğ¿ø	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Liªu Nguyªn So¸i chiÕn kh«i	0	103	2256	30	500000	0	150	40;40					22056	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\ÄĞ»Æ½ğ¿øa1.spr	\image\item\cap\ÄĞ»Æ½ğ¿øa0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	¿ıÎàÄĞ»Æ½ğ¿ø	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Liªu Nguyªn So¸i chiÕn kh«i	0	103	2257	30	500000	0	150	40;40					22057	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\Å®»Æ½ğ¿øa1.spr	\image\item\cap\Å®»Æ½ğ¿øa0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	ĞÔ¸ĞÅ®»Æ½ğ¿ø	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Liªu Nguyªn So¸i chiÕn kh«i	0	103	2258	30	500000	0	150	40;40					22058	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\Å®»Æ½ğ¿øa1.spr	\image\item\cap\Å®»Æ½ğ¿øa0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	½¿Ğ¡Å®»Æ½ğ¿ø	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Tö Quang M¹o	0	103	2351	70	14000	0	180	25;25					2351	70	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\man1_cap_002a1.spr	\image\item\cap\man1_cap_002a0.spr	Tö Quang C¸c phæ th«ng hé gi¸p	±ê×¼ÄĞÍ·²¿002	§· khãa		7	2	1		0					
Tö Quang M¹o	0	103	2352	70	14000	0	180	25;25					2352	70	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\man2_cap_006a1.spr	\image\item\cap\man2_cap_006a0.spr	Tö Quang C¸c phæ th«ng hé gi¸p	¿ıÎàÄĞÍ·²¿001	§· khãa		7	2	1		0					
Tö Quang M¹o	0	103	2353	70	14000	0	180	25;25					2353	70	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\fm1_cap_002a1.spr	\image\item\cap\fm1_cap_002a0.spr	Tö Quang C¸c phæ th«ng hé gi¸p	ĞÔ¸ĞÅ®Í·²¿019	§· khãa		7	2	1		0					
Tö Quang M¹o	0	103	2354	70	14000	0	180	25;25					2354	70	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\fm2_cap_002a1.spr	\image\item\cap\fm2_cap_002a0.spr	Tö Quang C¸c phæ th«ng hé gi¸p	½¿Ğ¡Å®Í·²¿005	§· khãa		7	2	1		0					
Tö Quang ChiÕn Kh«i	0	103	2355	80	30000	0	200	30;30					12355	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\man1_cap_017a1.spr	\image\item\cap\man1_cap_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn kh«i, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	±ê×¼ÄĞÍ·²¿018			8	2	1		0					
Tö Quang ChiÕn Kh«i	0	103	2356	80	30000	0	200	30;30					12356	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\man2_cap_017a1.spr	\image\item\cap\man2_cap_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn kh«i, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	¿ıÎàÄĞÍ·²¿007			8	2	1		0					
Tö Quang ChiÕn Kh«i	0	103	2357	80	30000	0	200	30;30					12357	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\fm1_cap_017a1.spr	\image\item\cap\fm1_cap_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn kh«i, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	ĞÔ¸ĞÅ®Í·²¿036			8	2	1		0					
Tö Quang ChiÕn Kh«i	0	103	2358	80	30000	0	200	30;30					12358	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\fm2_cap_017a1.spr	\image\item\cap\fm2_cap_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn kh«i, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	½¿Ğ¡Å®Í·²¿014			8	2	1		0					
Tö Quang ChiÕn Kh«i	0	103	2359	80	30000	0	200	30;30					12359	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\man1_cap_017a1.spr	\image\item\cap\man1_cap_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn kh«i, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	±ê×¼ÄĞÍ·²¿018			8	2	1		0					
Tö Quang ChiÕn Kh«i	0	103	2360	80	30000	0	200	30;30					12360	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\man2_cap_017a1.spr	\image\item\cap\man2_cap_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn kh«i, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	¿ıÎàÄĞÍ·²¿007			8	2	1		0					
Tö Quang ChiÕn Kh«i	0	103	2361	80	30000	0	200	30;30					12361	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\fm1_cap_017a1.spr	\image\item\cap\fm1_cap_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn kh«i, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	ĞÔ¸ĞÅ®Í·²¿036			8	2	1		0					
Tö Quang ChiÕn Kh«i	0	103	2362	80	30000	0	200	30;30					12362	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\fm2_cap_017a1.spr	\image\item\cap\fm2_cap_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn kh«i, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	½¿Ğ¡Å®Í·²¿014			8	2	1		0					
Tö Quang ChiÕn Kh«i	0	103	2363	80	30000	0	200	30;30					12363	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\man1_cap_017a1.spr	\image\item\cap\man1_cap_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn kh«i, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	±ê×¼ÄĞÍ·²¿018			8	2	1		0					
Tö Quang ChiÕn Kh«i	0	103	2364	80	30000	0	200	30;30					12364	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\man2_cap_017a1.spr	\image\item\cap\man2_cap_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn kh«i, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	¿ıÎàÄĞÍ·²¿007			8	2	1		0					
Tö Quang ChiÕn Kh«i	0	103	2365	80	30000	0	200	30;30					12365	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\fm1_cap_017a1.spr	\image\item\cap\fm1_cap_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn kh«i, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	ĞÔ¸ĞÅ®Í·²¿036			8	2	1		0					
Tö Quang ChiÕn Kh«i	0	103	2366	80	30000	0	200	30;30					12366	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\fm2_cap_017a1.spr	\image\item\cap\fm2_cap_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn kh«i, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	½¿Ğ¡Å®Í·²¿014			8	2	1		0					
Tö Quang ChiÕn Kh«i	0	103	2367	80	30000	0	200	30;30					12367	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\man1_cap_017a1.spr	\image\item\cap\man1_cap_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn kh«i, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	±ê×¼ÄĞÍ·²¿018			8	2	1		0					
Tö Quang ChiÕn Kh«i	0	103	2368	80	30000	0	200	30;30					12368	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\man2_cap_017a1.spr	\image\item\cap\man2_cap_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn kh«i, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	¿ıÎàÄĞÍ·²¿007			8	2	1		0					
Tö Quang ChiÕn Kh«i	0	103	2369	80	30000	0	200	30;30					12369	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\fm1_cap_017a1.spr	\image\item\cap\fm1_cap_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn kh«i, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	ĞÔ¸ĞÅ®Í·²¿036			8	2	1		0					
Tö Quang ChiÕn Kh«i	0	103	2370	80	30000	0	200	30;30					12370	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\fm2_cap_017a1.spr	\image\item\cap\fm2_cap_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn kh«i, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	½¿Ğ¡Å®Í·²¿014			8	2	1		0					
Tö Quang ChiÕn Kh«i	0	103	2371	80	30000	0	200	30;30					12371	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\man1_cap_017a1.spr	\image\item\cap\man1_cap_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn kh«i, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	±ê×¼ÄĞÍ·²¿018			8	2	1		0					
Tö Quang ChiÕn Kh«i	0	103	2372	80	30000	0	200	30;30					12372	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\man2_cap_017a1.spr	\image\item\cap\man2_cap_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn kh«i, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	¿ıÎàÄĞÍ·²¿007			8	2	1		0					
Tö Quang ChiÕn Kh«i	0	103	2373	80	30000	0	200	30;30					12373	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\fm1_cap_017a1.spr	\image\item\cap\fm1_cap_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn kh«i, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	ĞÔ¸ĞÅ®Í·²¿036			8	2	1		0					
Tö Quang ChiÕn Kh«i	0	103	2374	80	30000	0	200	30;30					12374	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\fm2_cap_017a1.spr	\image\item\cap\fm2_cap_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn kh«i, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	½¿Ğ¡Å®Í·²¿014			8	2	1		0					
Thanh §éc M·o	0	103	2500	10	100	0	100	10;10					25000	10	1	1		\image\item\cap\man1_cap_001a1.spr	\image\item\cap\man1_cap_001a0.spr	Trang bŞ s¬ cÊp s­ phô ban tÆng, göi g¾m nhiÒu kú väng.	±ê×¼ÄĞÍ·²¿001	§· khãa		3	2	1		0					
Thanh §éc M·o	0	103	2501	10	100	0	100	10;10					25001	10	1	2		\image\item\cap\man2_cap_001a1.spr	\image\item\cap\man2_cap_001a0.spr	Trang bŞ s¬ cÊp s­ phô ban tÆng, göi g¾m nhiÒu kú väng.	¿ıÎàÄĞÍ·²¿004	§· khãa		3	2	1		0					
Thanh §éc M·o	0	103	2502	10	100	0	100	10;10					25002	10	2	3		\image\item\cap\fm1_cap_001a1.spr	\image\item\cap\fm1_cap_001a0.spr	Trang bŞ s¬ cÊp s­ phô ban tÆng, göi g¾m nhiÒu kú väng.	ĞÔ¸ĞÅ®Í·²¿033	§· khãa		3	2	1		0					
Thanh §éc M·o	0	103	2503	10	100	0	100	10;10					25003	10	2	4		\image\item\cap\fm2_cap_001a1.spr	\image\item\cap\fm2_cap_001a0.spr	Trang bŞ s¬ cÊp s­ phô ban tÆng, göi g¾m nhiÒu kú väng.	½¿Ğ¡Å®Í·²¿003	§· khãa		3	2	1		0					
S­ ¢n M·o	0	103	2504	30	10000	0	200	18;18					25004	73	1	1		\image\item\cap\man1_cap_018a1.spr	\image\item\cap\man1_cap_018a0.spr	Trang bŞ cao cÊp s­ phô ban tÆng, lµ vËt dông x«ng pha giang hå khi x­a	±ê×¼ÄĞÍ·²¿009	§· khãa		7	2	1		0					
S­ ¢n M·o	0	103	2505	30	10000	0	200	18;18					25005	73	1	2		\image\item\cap\man2_cap_018a1.spr	\image\item\cap\man2_cap_018a0.spr	Trang bŞ cao cÊp s­ phô ban tÆng, lµ vËt dông x«ng pha giang hå khi x­a	¿ıÎàÄĞÍ·²¿016	§· khãa		7	2	1		0					
S­ ¢n M·o	0	103	2506	30	10000	0	200	18;18					25006	73	2	3		\image\item\cap\fm1_cap_018a1.spr	\image\item\cap\fm1_cap_018a0.spr	Trang bŞ cao cÊp s­ phô ban tÆng, lµ vËt dông x«ng pha giang hå khi x­a	ĞÔ¸ĞÅ®Í·²¿026	§· khãa		7	2	1		0					
S­ ¢n M·o	0	103	2507	30	10000	0	200	18;18					25007	73	2	4		\image\item\cap\fm2_cap_018a1.spr	\image\item\cap\fm2_cap_018a0.spr	Trang bŞ cao cÊp s­ phô ban tÆng, lµ vËt dông x«ng pha giang hå khi x­a	½¿Ğ¡Å®Í·²¿018	§· khãa		7	2	1		0					
Danh Bé M·o	0	103	8005	80	40000	0	250	30;30					80005	80	1	1		\image\item\cap\²¶¿ì×°Ã±×Ó¡ªÄĞa1.spr	\image\item\cap\²¶¿ì×°Ã±×Ó¡ªÄĞa0.spr	ChÕ phôc cña Danh Bé, mÒm vµ nhÑ, trang phôc lı t­ëng cña c¸c cao thñ vâ l©m	±ê×¼ÄĞ²¶¿ìÍ·	§· khãa	\script\item\equipment_skill.lua	9	1	1		0					
Danh Bé M·o	0	103	8006	80	40000	0	250	30;30					80006	80	1	2		\image\item\cap\²¶¿ì×°Ã±×Ó¡ªÄĞa1.spr	\image\item\cap\²¶¿ì×°Ã±×Ó¡ªÄĞa0.spr	ChÕ phôc cña Danh Bé, mÒm vµ nhÑ, trang phôc lı t­ëng cña c¸c cao thñ vâ l©m	¿ıÎàÄĞ²¶¿ìÍ·	§· khãa	\script\item\equipment_skill.lua	9	1	1		0					
